"context","location","source","target"
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-26]","DD1-21","Sir, this is a gas station.","Monsieur, c'est une station-service, ici."
"No Sc, msc: SupernovaAlt, no sfx, Next: [CRD4]","D1D-26","He stares blankly at me.","Il me fixe d'un regard vide."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]","CRD4","...Can I at least get the katana?","… Vous avez sûrement un katana qui traîne, non ?"
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]","DD1-22"," What do you even need a Katana for?!"," Qu'est-ce que vous comptez faire avec un katana ?!"
"No Sc, msc: SupernovaAlt, sfx: Crust_Laugh, Next: [CRD5]","D1D-27","The man lets out a hearty laugh. He slaps his rocky chest. Pebbles fall off him.","L'homme lâche un rire franc et tape sa poitrine rocailleuse, décrochant des cailloux qui tombent par terre."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD6]","CRD5","Doomsday is in just three days! While you’re in here wasting away working MINIMUM wage!","Il reste trois jours avant l'apocalypse, et tu gâches ce temps précieux à travailler pour un salaire de misère !"
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-23]","CRD6","I, Crust, from Mercury, will look at this burning ball of hell gas, and say…","Moi, Crust de Mercure, regarderai cette boule de gaz en fusion, et je lui dirai…"
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD7]","DD1-23","…","…"
"Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [D1D-28]","CRD7","No.","Non."
"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-24]","D1D-28","He smiles widely.","Il affiche un large sourire."
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD8]","DD1-24","Sir, I don’t think you will survive a supernova.","Monsieur, je ne pense pas que vous pourriez survivre à une supernova."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD9]","CRD8","I will. Born from the crust of Mercury, I can survive anything.","Bien sûr que si. Je suis né de la croûte de Mercure. Je peux survivre à n'importe quoi."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [D1D-29]","CRD9","Besides didn’t you hear? The supernova is a cover-up by the intergalactic association--","Et puis, t'es pas au courant ? La supernova est un complot de l'Association intergalactique pour camoufler…"
"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-25]","D1D-29","Oh, brother. ","Oh, génial. "
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD10]","DD1-25","How about this Crust? I can help you get something that can help you out in your…","Bon, Crust, tout ce que je peux faire, c'est vous vendre de quoi tenir dans votre…"
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [DD1-26]","CRD10","My supernova bunker.","Mon abri antisupernova."
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27]","DD1-26","Your supernova bunker.","Votre abri antisupernova."
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27b]","DD1-27"," Alright... a nonperishable snack will be good."," Alors… un aliment non périssable, ce serait parfait."
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","DD1-27b","Select an item in the shop","Sélectionnez un article du magasin."
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","DD1-27b-Option-1","",""
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]DD1-27b-Option-2","DD1-27b-Option-2","",""
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [TDP5-2]","TDP5-1","Jerky! You’re thinking like a true survivor kid! This is great!","Du charqui ! Ça, c'est l'instinct de survie ! J'approuve !"
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-3]","TDP5-2","Heh, thanks. I just remembered it from a TV show called Survivorz.","Hé, merci. J'ai vu ça dans l'émission Kosmoh-Lanta."
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-4]","TDP5-3","Before you could even ring it up the man opens the bag and starts eating the jerky.","Avant que j'aie le temps de scanner l'article, l'homme ouvre le paquet et commence à manger le charqui."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-5]","TDP5-4","Hm, you got somewhere to go kid? I can formally invite you to my bunker if ya want.","Hm, t'as un endroit où aller, moustique ? Je peux t'inviter dans mon abri, si tu veux."
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-6]","TDP5-5","Oh, nah. I’ll be here.","Non, ça ira. Je vais rester ici."
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-7]","TDP5-6","Crust chokes on a piece of jerky and coughs. He bumps his chest a few times.","Crust s'étouffe avec un bout de charqui et commence à tousser. Il se tape le torse plusieurs fois."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-8]","TDP5-7","Why? Don’t you got someone special to go home to?","Pourquoi ça ? Y a personne qui t'attend à la maison ?"
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-9]","TDP5-8","I’d expect you young’uns to hightail it outta here.","J'pensais que vous, les jeunes, vous hésiteriez pas à vous tirer d'ici."
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-10]","TDP5-9","A familiar face flashes in my mind. My normal bored expression cracks.","Un visage familier apparaît dans mon esprit et perturbe mon air blasé habituel."
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-11]","TDP5-10","She’ll be fine without me. Besides, I like to be kept busy.","Elle s'en sortira sans moi. Et puis, j'aime bien rester occupæ."
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-11b]","TDP5-11","Crust doesn’t speak. I listen to his chewing. He rummages in his pocket to give me his luncos.","Crust ne dit rien. Je l'écoute mâcher sa nourriture. Il fouille dans sa poche et me passe des monastrals."
"No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP5-12]","TDP5-11b","-cash register chime-","- bruit de caisse enregistreuse -"
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-13]","TDP5-12","Don’t be too sure about that kid. Don’t choose for others how important you are to them.","N'en sois pas si sûrx, moustique. C'est pas à toi de choisir l'importance que tu as pour les autres."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-14]","TDP5-13","I’m gonna be fine when things go down, but you won’t. Talk to who you’re thinking bout.","Moi, je vais m'en tirer quand tout partira en sucette, mais toi non. Va parler à la personne à qui tu penses."
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-15]","TDP5-14","I don’t answer. It's a bit surprising I feel I am getting life advice from this apocalyptic junkie of some sort.","Je ne lui réponds pas. Ça fait bizarre de recevoir des leçons de vie d'un mordu de l'apocalypse comme lui."
"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-16]","TDP5-15","He smiles and waves at me before leaving. I watch the small bits of rock fall to the ground.","Il me sourit et me fait signe avant de s'en aller. J'observe les petits cailloux qu'il laisse derrière lui."
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-30a]","TDP5-16","I’ll be cleaning that up.","Je vais devoir nettoyer ça."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDN5-2]","TDN5-1","Sorry kid, but I don’t really think something like this is going to be much use in my bunker.","Désolé, moustique, je pense pas que ça me sera très utile dans mon abri."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDN5-3]","TDN5-2","You sure you don’t have blasters in the back?","T'es sûrx de pas avoir de pistolets laser dans la réserve ?"
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN5-4]","TDN5-3","We’re still just a gas station, sir.","Encore une fois, c'est une station-service ici, monsieur."
"Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [TDN5-5]","TDN5-4"," Alright."," Bon, d'accord."
"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-30a]","TDN5-5","Stay safe, kid. I gotta go prep my bunker some more.","Prends soin de toi, moustique. J'y vais, j'ai encore des préparatifs à faire pour mon abri."
"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-30]","D1D-30a","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31]","D1D-30","It's almost closing time…","C'est bientôt l'heure de fermer…"
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31b]","D1D-31","Flubber lounges in her usual spot. I smile and scratch under her chin.","Flubber se prélasse à son emplacement habituel. Je lui souris et je gratouille son menton."
"No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [DD1-28]","D1D-31b","Flubber Meows","Flubber miaule."
"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-28b]","DD1-28","We had a good day didn’t we?","C'était une bonne journée, tu trouves pas ?"
"No Sc, msc: SupernovaAlt, sfx: Text_1, Next: [D1D-32]","DD1-28b","-phone chimes-","- son de notification -"
"No Sc, msc: SupernovaAlt, no sfx, Next: [T2]","D1D-32","I facepalm as I remember I never messaged Cassiopeia back.","Je me souviens soudain que je n'ai jamais répondu à Cassiopée, et je me tape le front."
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Pocket_Swoosh_1, Next: [T3]","T2","Dmi? Are u ghosting me?","Dmi ? Tu me ghostes ?"
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","T3","Not cool! im worried about u!","C'est pas cool ! Je m'inquiète pour toi !"
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","T3-Option-1","Sorry, got caught up.","Déso, jétais occupæ. "
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","T3-Option-2","You don’t need to keep messaging.","Pas la peine de continuer à envoyer des messages."
"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-2]","TDP6-1","Lot more customers on this route than i thought we would ","Je m'attendais pas à ce qu'on ait autant de clients "
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-3]","TDP6-2","its a good time to roadtrip when the solar system is getting wiped ya know??","Le Système solaire va s'effondrer, c'est le moment idéal pour un road trip, nan ??"
"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-4]","TDP6-3","More like I met a rock dude named Crust who wanted to buy a katana to defend himself from the imminent supernova. ","Non mais j'ai rencontré un gars en pierre appelé Crust qui voulait acheter un katana pour se défendre contre la supernova imminente. "
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-5]","TDP6-4","What? Stop lying to me. xD Ur job isn’t that interesting","Mais quoi ? Arrête de mytho. xD Ton taf est pas si intéressant"
"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-6]","TDP6-5","U know how Mars is, we’re weirdo central.","Oublie pas que c'est Mars, ici. C'est le point de convergence de tous les gens chelous."
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-33]","TDP6-6","thats true. U live there","J'avoue. C'est là que tu vis"
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-34]","D1D-33","I chuckle. That was a good one actually.","Je rigole à sa blague. Pas mal."
"No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","D1D-34","We chat with each other and for a second it feels like the world isn’t coming to an end soon.","On discute encore un peu, et pendant un instant, j'oublie que la fin du monde approche."
"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-2]","TDN6-1","I’ll just get back to u when i get back to u.","Je te répondrai quand j'aurai le temps."
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-3]","TDN6-2","Ouch, remind me to never be worried about u again :/","Ah ok. Rappelle-moi de plus jamais m'inquiéter pour toi :/"
"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-4]","TDN6-3","Nah, I didn’t mean it like that. I’m just busy.","Je voulais pas le dire méchamment. J'ai juste trop de taf."
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-35]","TDN6-4","Yeah, yeah I get it.","Ouais, ouais, je comprends."
"No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","D1D-35","I could’ve handled that a bit better.","J'aurais pu mieux gérer la situation."
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T5]","T4","Are u sure ur not calling off tomorrow? I know the money isn’t good enough at Cosmic Fuel where u need to work a day before Doomsday. :/","Tu veux vraiment pas prendre congé demain ? Cosmic Fuel te paie pas assez pour que tu travailles la veille de l'apocalypse. :/"
"Sc: Dmi, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T6]","T5","Maybe I LIKE working for a megacorp.","Tu rigoles ? C'est un PLAISIR de travailler pour une mégacorporation."
"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T7]","T6","shut up","Arrête tes conneries"
"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [D1D-36]","T7","ok ","ok "
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-37]","D1D-36","I should clock out for the day","Je pense qu'il est temps de rentrer."
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-38]","D1D-37","I say goodbye to Flubber. She for some reason is a lot better at closing than I am. I never know what she does when we leave her alone.","Je dis au revoir à Flubber. Bizarrement, elle est bien plus douée que moi pour faire la fermeture. Je ne sais jamais ce qu'elle fait quand elle est seule."
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-39]","D1D-38","I don’t really know why I’m coming back in tomorrow. I should be packing with Cassie. We may not be able to do anything fancy like a space jump but…","Je ne sais pas pourquoi je reviens travailler demain. Je devrais être en train de faire mes valises avec Cassie. On peut sûrement pas se permettre de faire un saut hyperspatial, mais…"
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40]","D1D-39","…","…"
"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40b]","D1D-40","I need some sleep for tomorrow.","J'ai besoin d'un peu de repos avant demain."
"No Sc, msc: SupernovaAlt, sfx: Door_Open,Door_Chime,Door_Close, Next: [Day2Transition]","D1D-40b","-door opens and closes with a chime-","- Le carillon sonne et la porte se referme. -"
"No Sc, msc: SupernovaAlt, no sfx, Next: [D2D-1]","Day2Transition","DAY 2","JOUR 2"
"No Sc, msc: Supernova, no sfx, Next: [ROD2-1]","D2D-1","I jab my fingers against the screen of my phone the little avatar hops up and down in an effort to dodge the man-eating kale.","Je tape l'écran de mon téléphone pour faire sauter le petit avatar et éviter le chou kale carnivore. "
"Sc: Rob, msc: Supernova, sfx: Rob_Short, Next: [D2D-2]","ROD2-1","Dmi!","Dmi !"
"No Sc, msc: Supernova, no sfx, Next: [DD2-1]","D2D-2","I yelp and nearly drop my phone. I catch it just before it slips out of my fingers and glare at the slime man in front of me.","Je lâche un cri de surprise et manque de faire tomber mon téléphone, que je rattrape du bout des doigts. Je lance un regard noir à l'homme gluant en face de moi."
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-3]","DD2-1","You’ve seriously got to stop doing that!","Sérieusement, arrêtez de faire ça !"
"No Sc, msc: Supernova, sfx: Rob_Laugh, Next: [ROD2-2]","D2D-3","Rob bursts into laughter.","Rob éclate de rire."
"Sc: Rob, msc: Supernova, sfx: ROB3, Next: [DD2-2]","ROD2-2","It’s just too funny. Look you got goosebumps on your goosebumps! ","Jamais, c'est beaucoup trop drôle. Regarde, t'as la chair de poule par-dessus ta chair de poule ! "
"Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-3]","DD2-2","whatever how’s packing? ","Bref. Ça avance, les cartons ? "
"Sc: Rob, msc: Supernova, sfx: ROB2, Next: [D2D-4]","ROD2-3","We’ll be done by tonight. Then we leave tomorrow morning in time for our space jump outta here.","Ce sera fini ce soir. On part demain matin, juste à temps pour notre saut hyperspatial."
"No Sc, msc: Supernova, no sfx, Next: [D2D-5]","D2D-4","Ah a space jump. That's everyone’s ticket outta the solar system to go wherever they’re going next. ","Ah, un saut hyperspatial. C'est la porte de sortie du Système solaire par excellence. "
"No Sc, msc: Supernova, no sfx, Next: [D2D-6]","D2D-5","They are ways outta here without one but the trip is pretty grueling.","Il y a d'autres façons de se tirer d'ici, mais le voyage est épuisant."
"No Sc, msc: Supernova, no sfx, Next: [ROD2-4]","D2D-6","Not to mention the luncos to afford a space jump is insane.","Sans parler du prix exorbitant d'un saut hyperspatial."
"Sc: Rob, msc: Supernova, sfx: ROB1, Next: [ROD2-5]","ROD2-4","I’ll come pick up Flubber at the end of the day.","Je passerai prendre Flubber en fin de journée."
"Sc: Rob, msc: Supernova, sfx: ROB3, Next: [D2D-7]","ROD2-5","Also smile a little today! Use that slogan of ours to brighten their days. ","Et n'oublie pas de sourire un peu aujourd'hui ! Utilise notre slogan, ça illumine la journée de la clientèle. "
"No Sc, msc: Supernova, no sfx, Next: [DD2-3]","D2D-7","Ugh.","Beurk."
"Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-6]","DD2-3","I’ll try.","Je vais essayer."
"Sc: Rob, msc: Supernova, sfx: ROB2, Next: [FD2-1]","ROD2-6","Great! I’ll see you later. Be nice to Flubber!","Parfait ! À plus tard. Occupe-toi bien de Flubber !"
"Sc: Flubber, msc: Supernova, sfx: FLUBBER1, Next: [DD2-4]","FD2-1","Mreoww…","Mraoouu…"
"Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-4b]","DD2-4","We’re pals aren’t we Flubber? ","On est super potes, pas vrai, Flubber ? "
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-8]","DD2-4b","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"No Sc, msc: Supernova, no sfx, Next: [D2D-9a]","D2D-8","Flubber gives me a slow blink.","Flubber me regarde et cligne lentement des yeux."
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [D2D-9]","D2D-9a","-door opens and chimes-","- La porte s'ouvre et le carillon sonne. -"
"No Sc, msc: Supernova, no sfx, Next: [DD2-5]","D2D-9","A two-headed beastman enters. They don’t say a word. I yawn and start spouting the “Cosmic Fuel welcome”.","Un duo d'hommes-bêtes bicéphales entre sans dire un mot. Je bâille et je commence à réciter le fameux slogan de bienvenue de Cosmic Fuel."
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-10]","DD2-5","Welcome to Cosmic Fuel. Fill to your heart’s content that’s the Cosmic Fuel way. ","Bienvenue chez Cosmic Fuel. Voyagez le cœur léger avec Cosmic Fuel et ses produits de qualité. "
"No Sc, msc: Supernova, no sfx, Next: [D2D-11]","D2D-10","The beastmen frantically grab items and stuff them into a bag.","Les hommes-bêtes attrapent tout ce qu'ils peuvent et fourrent tout dans un sac."
"No Sc, msc: Supernova, no sfx, Next: [DD2-6]","D2D-11","Well that’s not at all what I meant. ","J'ai dit « voyagez », pas « dévalisez le cœur léger ». "
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-12]","DD2-6","You guys using cash or credit?","Vous payez par carte ou en liquide ?"
"No Sc, msc: Supernova, no sfx, Next: [ROM1]","D2D-12","The more dimwitted looking one whispers to the sharper one and they stalk forward.","Celui qui a l'air plus long à la détente murmure quelque chose à l'autre, et ils avancent d'un pas raide."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-13]","ROM1","This is a stick up! Open the register!","C'est un braquage ! Ouvre la caisse, ou on te met une balle !"
"No Sc, msc: Supernova, no sfx, Next: [REM1]","D2D-13","The dimwitted-looking beast-man pulls out a stick from his pocket and points at me.","L'homme-bête un peu lent sort une balle en caoutchouc de sa poche et la lève."
"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [ROM2]","REM1","and give us those Saturn dogs behind you!","Et donne-nous ces Hot-Dogs de Saturne qui sont derrière toi !"
"Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [D2D-14]","ROM2","Yeah! And--","Ouais ! Et puis... "
"No Sc, msc: Supernova, no sfx, Next: [REM2]","D2D-14","The sharp-eyed beastman glares at his brother.","L'homme-bête à l'œil vif lance un regard noir à son frère."
"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM3]","REM2","Sorry Romulus stickups make me hungry. ","Pardon, Romulus, mais les braquages, ça me donne faim. "
"Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [REM3]","ROM3","You’re worse than a chihuahua. When I said we’re doing a stickup I didn’t mean to put a literal stickup! ","T'es pire qu'un chihuahua. Quand j'ai parlé de balle, c'est pas à ça que je pensais ! "
"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM4]","REM3","Oh did I mess up again? Are we not getting Saturn dogs? ","Oh, j'ai encore tout foiré, c'est ça ? On aura pas de Hot-Dogs de Saturne ? "
"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-15]","ROM4","No you didn’t mess up Remus. Let’s get you that hot dog. No no let’s get you two of them. How about that? ","Nan, t'as rien foiré du tout, Rémus. Tu l'auras, ce hot-dog. Tiens, t'en auras même deux. Qu'est-ce que t'en dis ? "
"No Sc, msc: Supernova, sfx: Remus_Howl, Next: [D2D-15b]","D2D-15","Remus howls with excitement.","Rémus aboie de joie."
"No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]","D2D-15b","Select an item in the shop","Sélectionnez un article du magasin."
"No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]","D2D-15b-Option-1","",""
"No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]D2D-15b-Option-2","D2D-15b-Option-2","",""
"No Sc, msc: Supernova, no sfx, Next: [TDP7-2]","TDP7-1","I slide two Saturn dogs to the pair. Remus helps himself and scarfs it down.","Je glisse deux Hot-Dogs de Saturne au duo. Rémus se jette dessus et les engloutit tout entiers."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-3]","TDP7-2","and now the register--","Et maintenant, la caisse…"
"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-4]","TDP7-3","Rom… they were so nice and gave us a Saturn dog. Do we have to?","Rom… Iel a été super sympa, on a même eu des Hot-Dogs. On est vraiment obligés de faire ça ?"
"Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-5]","TDP7-4","Of course! We came all this way just to--","Bien sûr que oui ! On a fait tout ce chemin pour…"
"Sc: Remus, msc: Supernova, sfx: Remus_Short, Next: [TDP7-6]","TDP7-5","To steal?","Pour voler ?"
"No Sc, msc: Supernova, no sfx, Next: [TDP7-7]","TDP7-6","Romulus stutters in shock.","Pris au dépourvu, Romulus commence à bégayer."
"No Sc, msc: Supernova, no sfx, Next: [TDP7-8]","TDP7-7","Remus doesn’t look too different from a kicked puppy.","Rémus fait une moue de petit chien battu."
"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-9]","TDP7-8","Mom always told us stealing was bad. We should pay!","Maman nous a toujours dit que c'était mal, de voler."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP7-10]","TDP7-9","I don’t really care either way to be honest… ","Dans tous les cas, je m'en fiche, honnêtement… "
"No Sc, msc: Supernova, no sfx, Next: [TDP7-11]","TDP7-10","The two ignore me. I can practically hear the galaxy’s smallest violin play for the two.","Ils m'ignorent. Je peux presque entendre le plus petit violon de la galaxie jouer pour ces deux-là."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDP7-12]","TDP7-11","You’re right Rem… I can’t do it. I wanted to be the tough guy so bad… everything is going to get blown to smithereens!","T'as raison Rem… Je peux pas. Je voulais juste faire le dur… Tout va bientôt exploser !"
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-13]","TDP7-12","I just wanted to do something cool!","C'était l'occasion de faire quelque chose de vraiment cool !"
"Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-14]","TDP7-13","Will you ever forgive me?","Tu crois que tu peux me pardonner ?"
"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDP7-15]","TDP7-14","You’re the best big brother ever! Of course I will! ","T'es le meilleur grand frère de l'univers ! Évidemment que je te pardonne ! "
"No Sc, msc: Supernova, no sfx, Next: [TDP7-16]","TDP7-15","The two beastmen burst into tears.","Les deux hommes-bêtes éclatent en sanglots."
"No Sc, msc: Supernova, no sfx, Next: [TDP7-17]","TDP7-16","I just stand there watching the two go through a whole movie scene together.","Je reste immobile en les regardant jouer toute une scène de film devant moi."
"No Sc, msc: Supernova, no sfx, Next: [TDP7-18]","TDP7-17","Romulus sets a pile of luncos on the counter.","Romulus pose une pile de monastrals sur le comptoir."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-16a]","TDP7-18","Keep the change. We’re sorry for bothering you.","Gardez la monnaie. On est désolés pour le dérangement."
"No Sc, msc: Supernova, no sfx, Next: [TDN7-2]","TDN7-1","Romulus grits his teeth.","Romulus serre les dents."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-3]","TDN7-2","Is this some kind of joke? We asked for Saturn dogs!","C'est une blague ? On a demandé des Hot-Dogs !
"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-4]","TDN7-3","I know.","Je sais."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDN7-5]","TDN7-4","Why give us this?","Alors pourquoi tu nous donnes ça ?"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-6]","TDN7-5","You’re already helping yourself to the shelves. Why don’t you get them yourself?","Vous êtes déjà en train de tout dévaliser. Pourquoi vous les prenez pas vous-mêmes ?"
"Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [TDN7-7]","TDN7-6","I--","Euh…"
"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDN7-8]","TDN7-7","Aww…I think they’re mad at us Rom. ","Oh… Je crois qu'iel est en rogne contre nous, Rom. "
"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDN7-9]","TDN7-8","I told you we shouldn’t steal.","Je t'avais dit que c'était une mauvaise idée de voler."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-10]","TDN7-9","STOP TAKING ME AS A FOOL REM!","ARRÊTE DE ME PRENDRE POUR UN ABRUTI, REM !"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-11]","TDN7-10","Hey! He’s not taking you as a fool.","Hé ! Il vous prend pas pour un abruti."
"No Sc, msc: Supernova, no sfx, Next: [TDN7-12]","TDN7-11","Romulus’ eyes shine with a hopeful look.","Les yeux de Romulus brillent d'un éclat plein d'espoir."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-13]","TDN7-12","I’m taking you as a fool too.","Moi aussi, je vous prends pour un abruti."
"No Sc, msc: Supernova, no sfx, Next: [TDN7-14]","TDN7-13","Romulus drops the bag on the ground. He looks close to tears.","Romulus laisse tomber son sac. Il a l'air au bord des larmes."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-16a]","TDN7-14","Remus…lets just go.","Rémus… on ferait mieux de partir."
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-16]","D2D-16a","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"No Sc, msc: Supernova, no sfx, Next: [T8]","D2D-16","I reach for my phone. Cassiopeia’s not going to believe this.","Je tends la main vers mon téléphone. Cassiopée me croira jamais."
