"location","context","source","target"
"CRD4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]","...Can I at least get the katana?","Legalább a katanát megkaphatom?"
"DD1-22","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]"," What do you even need a Katana for?!"," Egyáltalán minek magának katana?"
"D1D-27","No Sc, msc: SupernovaAlt, sfx: Crust_Laugh, Next: [CRD5]","The man lets out a hearty laugh. He slaps his rocky chest. Pebbles fall off him.","A bácsi harsányan felnevet. Rácsap a sziklás mellkasára, mire kavicsok potyognak le róla."
"CRD5","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD6]","Doomsday is in just three days! While you’re in here wasting away working MINIMUM wage!","Három nap múlva itt az ítéletnap! Amíg te itt robotolsz MINIMÁLBÉRÉRT..."
"CRD6","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-23]","I, Crust, from Mercury, will look at this burning ball of hell gas, and say…","Addig én, Kéreg a Merkúrról szembenézek ezzel a lángoló pokolgázbolygóval, és azt mondom..."
"DD1-23","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD7]","…","..."
"CRD7","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [D1D-28]","No.","Nem."
"D1D-28","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-24]","He smiles widely.","Szélesen elvigyorodik."
"DD1-24","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD8]","Sir, I don’t think you will survive a supernova.","Uram, nem hiszem, hogy túlélne egy szupernóvát."
"CRD8","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD9]","I will. Born from the crust of Mercury, I can survive anything.","Dehogynem! A Merkúr kérgéből születtem, mindent túlélek!"
"CRD9","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [D1D-29]","Besides didn’t you hear? The supernova is a cover-up by the intergalactic association--","Amúgy meg nem hallottad? A szupernóva csak egy fedősztori, amit az intergalaktikus szövetség..."
"D1D-29","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-25]","Oh, brother. ","Jaj, nekem. "
"DD1-25","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD10]","How about this Crust? I can help you get something that can help you out in your…","Mit szólna ehhez, Kéreg? Adhatok valamit, ami segíthetne magán a..."
"CRD10","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [DD1-26]","My supernova bunker.","Szupernóva bunkeremben."
"DD1-26","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27]","Your supernova bunker.","A szupernóva bunkerében."
"DD1-27","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27b]"," Alright... a nonperishable snack will be good."," Legyen...egy nem bomlékony rágcsa megteszi."
"DD1-27b","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","Select an item in the shop","Válassz ki egy terméket a boltból"
"DD1-27b-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","",""
"DD1-27b-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]DD1-27b-Option-2","",""
"TDP5-1","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [TDP5-2]","Jerky! You’re thinking like a true survivor kid! This is great!","Szárított hús! Igazi túlélőhöz méltó gondolkodás, kölyök! Ez remek!"
"TDP5-2","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-3]","Heh, thanks. I just remembered it from a TV show called Survivorz.","Heh, kösz. Csak eszembe jutott a Túlélők sorozatból."
"TDP5-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-4]","Before you could even ring it up the man opens the bag and starts eating the jerky.","Az öreg feltépi a zacskót, és falni kezdi a szárított húst, még mielőtt beüthetném a pénztárgépbe."
"TDP5-4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-5]","Hm, you got somewhere to go kid? I can formally invite you to my bunker if ya want.","Hm, van hova menned, kölyök? Meghívhatlak a bunkerembe, ha gondolod."
"TDP5-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-6]","Oh, nah. I’ll be here.","Ja nem. Én itt maradok."
"TDP5-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-7]","Crust chokes on a piece of jerky and coughs. He bumps his chest a few times.","Kéreg torkán megakad egy darab szárított hús. Megütögeti a mellkasát."
"TDP5-7","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-8]","Why? Don’t you got someone special to go home to?","Miért? Nincs valakid, akihez hazamehetnél?"
"TDP5-8","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-9]","I’d expect you young’uns to hightail it outta here.","Azt hittem, ti fiatalok gyorsan leléceltek innen."
"TDP5-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-10]","A familiar face flashes in my mind. My normal bored expression cracks.","Egy ismerős arc villan be az agyamba. Megreped az unott arckifejezésű álcám."
"TDP5-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-11]","She’ll be fine without me. Besides, I like to be kept busy.","Meglesz ő nélkülem is. Amúgy is jobban szeretem, ha van dolgom."
"TDP5-11","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-11b]","Crust doesn’t speak. I listen to his chewing. He rummages in his pocket to give me his luncos.","Kéreg nem szólal meg. Hallgatom a csámcsogását. Beletúr a zsebébe, és odaadja a lunárokat."
"TDP5-11b","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP5-12]","-cash register chime-","-megcsörren a pénztárgép-"
"TDP5-12","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-13]","Don’t be too sure about that kid. Don’t choose for others how important you are to them.","Erre ne vegyél mérget, kölyök. Ne döntsd el mások helyett, hogy mennyire vagy nekik fontos."
"TDP5-13","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-14]","I’m gonna be fine when things go down, but you won’t. Talk to who you’re thinking bout.","Én jól elleszek, ha minden véget ér, de te nem. Beszélj vele!"
"TDP5-14","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-15]","I don’t answer. It's a bit surprising I feel I am getting life advice from this apocalyptic junkie of some sort.","Nem válaszolok. Kicsit meglepő, hogy ez az apokalipszis-mániás ad nekem életvezetési tanácsot."
"TDP5-15","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-16]","He smiles and waves at me before leaving. I watch the small bits of rock fall to the ground.","Az öreg elmosolyodik és int, mielőtt elmegy. Nézem, ahogy kis kavicsok potyognak a földre."
"TDP5-16","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-30a]","I’ll be cleaning that up.","Na szuper...takaríthatok."
"TDN5-1","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDN5-2]","Sorry kid, but I don’t really think something like this is going to be much use in my bunker.","Bocs, kölyök, de ennek nem sok hasznát veszem a bunkeremben."
"TDN5-2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDN5-3]","You sure you don’t have blasters in the back?","Biztos nincs pár pisztolyotok hátul?"
"TDN5-3","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN5-4]","We’re still just a gas station, sir.","Továbbra is csak egy mezei benzinkúton van, uram."
"TDN5-4","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [TDN5-5]"," Alright."," Hát jó."
"TDN5-5","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-30a]","Stay safe, kid. I gotta go prep my bunker some more.","Vigyázz magadra, kölyök! Nekem még elő kell készítenem kicsit a bunkeremet."
"D1D-30a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-30]","-door chimes and closes-","-megszólal a csengő, majd becsukódik az ajtó-"
"D1D-30","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31]","It's almost closing time…","Mindjárt zárunk..."
"D1D-31","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31b]","Flubber lounges in her usual spot. I smile and scratch under her chin.","Szőrcsimbók a szokásos helyén pihen. Rámosolygok, és megvakarom az állát."
"D1D-31b","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [DD1-28]","Flubber Meows","Felnyávog"
"DD1-28","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-28b]","We had a good day didn’t we?","Jó napunk volt, nem?"
"DD1-28b","No Sc, msc: SupernovaAlt, sfx: Text_1, Next: [D1D-32]","-phone chimes-","-telefon értesítés-"
"D1D-32","No Sc, msc: SupernovaAlt, no sfx, Next: [T2]","I facepalm as I remember I never messaged Cassiopeia back.","A homlokomra csapok, ahogy eszembe jut, hogy nem írtam vissza Kassziopeiának."
"T2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Pocket_Swoosh_1, Next: [T3]","Dmi? Are u ghosting me?","Dmi? Miért ignorálsz engem?"
"T3","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","Not cool! im worried about u!","Ez nem szép! Aggódom érted!"
"T3-Option-1","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","Sorry, got caught up.","Bocsi, feltartottak."
"T3-Option-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","You don’t need to keep messaging.","Nem kell folyton üzengetned."
"TDP6-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-2]","Lot more customers on this route than i thought we would ","Sokkal több vásárló jött, mint gondoltam volna. "
"TDP6-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-3]","its a good time to roadtrip when the solar system is getting wiped ya know??","Semmi sem hozza meg úgy az ember kedvét egy kiránduláshoz, mint a Naprendszer vége."
"TDP6-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-4]","More like I met a rock dude named Crust who wanted to buy a katana to defend himself from the imminent supernova. ","Találkoztam egy Kéreg nevű kőpasival, aki egy katanát akart venni, hogy megvédje magát a közelgő szupernóvától. "
"TDP6-4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-5]","What? Stop lying to me. xD Ur job isn’t that interesting","Mi? Ne már, ne kamuzz xD Nem is ilyen érdekes a munkád!"
"TDP6-5","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-6]","U know how Mars is, we’re weirdo central.","Tudod, milyen a Mars. A fura népségek központja."
"TDP6-6","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-33]","thats true. U live there","Ez igaz. Hisz te is ott laksz."
"D1D-33","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-34]","I chuckle. That was a good one actually.","Felkuncogok. Ez jó volt."
"D1D-34","No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","We chat with each other and for a second it feels like the world isn’t coming to an end soon.","Ahogy csetelünk, egy pillanatra el is felejtem, hogy nemsokára véget ér a világ."
"TDN6-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-2]","I’ll just get back to u when i get back to u.","Majd írok, ha tudok."
"TDN6-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-3]","Ouch, remind me to never be worried about u again :/","Ja jó, tudod, ki fog miattad aggódni :/"
"TDN6-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-4]","Nah, I didn’t mean it like that. I’m just busy.","Na, nem úgy értettem. Csak sok a dolgom."
"TDN6-4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-35]","Yeah, yeah I get it.","Jó, jó, értem."
"D1D-35","No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","I could’ve handled that a bit better.","Ezt jobban is kezelhettem volna."
"T4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T5]","Are u sure ur not calling off tomorrow? I know the money isn’t good enough at Cosmic Fuel where u need to work a day before Doomsday. :/","Biztos, hogy nem mondod le a holnapot? Tudom, hogy nem fizet annyit a Kozmokút, hogy még az ítéletnap előtt is dolgozz :/"
"T5","Sc: Dmi, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T6]","Maybe I LIKE working for a megacorp.","Talán SZERETEK egy megavállalatnak dolgozni."
"T6","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T7]","shut up","fogd be"
"T7","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [D1D-36]","ok ","oké "
"D1D-36","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-37]","I should clock out for the day","Most már mennem kéne."
"D1D-37","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-38]","I say goodbye to Flubber. She for some reason is a lot better at closing than I am. I never know what she does when we leave her alone.","Elköszönök Szőrcsimbóktól. Ő valamiért ügyesebben tud bezárni, mint én. Sosem tudom, mit művel, amikor magára hagyjuk."
"D1D-38","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-39]","I don’t really know why I’m coming back in tomorrow. I should be packing with Cassie. We may not be able to do anything fancy like a space jump but…","Nem is tudom, miért jövök be holnap. Kesszivel kéne pakolnom. Talán nem telik űrugrásra, de..."
"D1D-39","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40]","…","..."
"D1D-40","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40b]","I need some sleep for tomorrow.","Ki kell aludnom magam."
"D1D-40b","No Sc, msc: SupernovaAlt, sfx: Door_Open,Door_Chime,Door_Close, Next: [Day2Transition]","-door opens and closes with a chime-","-az ajtó kinyílik, megszólal a csengő-"
"Day2Transition","No Sc, msc: SupernovaAlt, no sfx, Next: [D2D-1]","DAY 2","2. NAP"
"D2D-1","No Sc, msc: Supernova, no sfx, Next: [ROD2-1]","I jab my fingers against the screen of my phone the little avatar hops up and down in an effort to dodge the man-eating kale.","A telefonom kijelzőjét böködöm, a kis avatár pedig fel-le ugrál, hogy kikerülje az emberevő kelkáposztákat."
"ROD2-1","Sc: Rob, msc: Supernova, sfx: Rob_Short, Next: [D2D-2]","Dmi!",""
"D2D-2","No Sc, msc: Supernova, no sfx, Next: [DD2-1]","I yelp and nearly drop my phone. I catch it just before it slips out of my fingers and glare at the slime man in front of me.","Felkiáltok, és majdnem elejtem a telefonomat. Az utolsó pillanatban elkapom, majd dühösen ránézek az előttem álló nyálkaemberre."
"DD2-1","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-3]","You’ve seriously got to stop doing that!","Ezt komolyan abbahagyhatnád!"
"D2D-3","No Sc, msc: Supernova, sfx: Rob_Laugh, Next: [ROD2-2]","Rob bursts into laughter.","Rob felnevet."
"ROD2-2","Sc: Rob, msc: Supernova, sfx: ROB3, Next: [DD2-2]","It’s just too funny. Look you got goosebumps on your goosebumps! ","Ahhoz túl vicces. Nézd, még a libabőröd is libabőrös lett! "
"DD2-2","Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-3]","whatever how’s packing? ","Aha. Hogy álltok a pakolással? "
"ROD2-3","Sc: Rob, msc: Supernova, sfx: ROB2, Next: [D2D-4]","We’ll be done by tonight. Then we leave tomorrow morning in time for our space jump outta here.","Estére végzünk, aztán holnap reggel elugrunk innen a fenébe."
"D2D-4","No Sc, msc: Supernova, no sfx, Next: [D2D-5]","Ah a space jump. That's everyone’s ticket outta the solar system to go wherever they’re going next. ","Ahh, az űrugrás. Mindenkinek ez a legjobb esélye, hogy kijusson a Naprendszerből. "
"D2D-5","No Sc, msc: Supernova, no sfx, Next: [D2D-6]","They are ways outta here without one but the trip is pretty grueling.","Vannak más módok is, de elég fárasztó az út."
"D2D-6","No Sc, msc: Supernova, no sfx, Next: [ROD2-4]","Not to mention the luncos to afford a space jump is insane.","Amúgy meg rohadt sokba kerül az űrugrás."
"ROD2-4","Sc: Rob, msc: Supernova, sfx: ROB1, Next: [ROD2-5]","I’ll come pick up Flubber at the end of the day.","A nap végén beugrok Szőrcsimbókért."
"ROD2-5","Sc: Rob, msc: Supernova, sfx: ROB3, Next: [D2D-7]","Also smile a little today! Use that slogan of ours to brighten their days. ","És próbálj meg mosolyogni! Használd a szlogenünket, hogy feldobd a vásárlók napját. "
"D2D-7","No Sc, msc: Supernova, no sfx, Next: [DD2-3]","Ugh.","Ahjj."
"DD2-3","Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-6]","I’ll try.","Igyekszem."
"ROD2-6","Sc: Rob, msc: Supernova, sfx: ROB2, Next: [FD2-1]","Great! I’ll see you later. Be nice to Flubber!","Remek! Később találkozunk! És légy kedves Szőrcsimbókkal!"
"FD2-1","Sc: Flubber, msc: Supernova, sfx: FLUBBER1, Next: [DD2-4]","Mreoww…","Miauu..."
"DD2-4","Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-4b]","We’re pals aren’t we Flubber? ","Haverok vagyunk, nem igaz, Szőrcsimbók? "
"DD2-4b","No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-8]","-door chimes and closes-","-megszólal a csengő, majd becsukódik az ajtó-"
"D2D-8","No Sc, msc: Supernova, no sfx, Next: [D2D-9a]","Flubber gives me a slow blink.","Szőrcsimbók komótosan rám pislog."
"D2D-9a","No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [D2D-9]","-door opens and chimes-","-az ajtó kinyílik, megszólal a csengő-"
"D2D-9","No Sc, msc: Supernova, no sfx, Next: [DD2-5]","A two-headed beastman enters. They don’t say a word. I yawn and start spouting the “Cosmic Fuel welcome”.","Egy kétfejű lény lép be az ajtón. Egy szót sem szól. Ásítok, és belekezdek a Kozmokutas üdvözlésbe."
"DD2-5","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-10]","Welcome to Cosmic Fuel. Fill to your heart’s content that’s the Cosmic Fuel way. ","Üdvözöljük a Kozmokúton! Töltsön, amennyit csak a szíve kíván! Így működik a Kozmokút! "
"D2D-10","No Sc, msc: Supernova, no sfx, Next: [D2D-11]","The beastmen frantically grab items and stuff them into a bag.","A lény eszeveszetten kapkod mindenféle cuccok után, és belegyömöszöli őket egy zsákba."
"D2D-11","No Sc, msc: Supernova, no sfx, Next: [DD2-6]","Well that’s not at all what I meant. ","Nem pont így értettem. "
"DD2-6","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-12]","You guys using cash or credit?","Készpénz vagy kártya?"
"D2D-12","No Sc, msc: Supernova, no sfx, Next: [ROM1]","The more dimwitted looking one whispers to the sharper one and they stalk forward.","A butábbnak kinéző fej odasúg valamit az okosabbnak, aztán előrelopakodnak."
"ROM1","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-13]","This is a stick up! Open the register!","Ez egy rablás! Virítsd a lóvét!"
"D2D-13","No Sc, msc: Supernova, no sfx, Next: [REM1]","The dimwitted-looking beast-man pulls out a stick from his pocket and points at me.","A bugyutábbik előhúz egy botot, és rám szegezi."
"REM1","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [ROM2]","and give us those Saturn dogs behind you!","És adj azokból a Szaturnusz hot dogokból is!"
"ROM2","Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [D2D-14]","Yeah! And--","Igen! És..."
"D2D-14","No Sc, msc: Supernova, no sfx, Next: [REM2]","The sharp-eyed beastman glares at his brother.","Az okosabbnak tűnő lény rámered a testvérére."
"REM2","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM3]","Sorry Romulus stickups make me hungry. ","Bocsi, Romulus, a rablástól mindig megéhezem. "
"ROM3","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [REM3]","You’re worse than a chihuahua. When I said we’re doing a stickup I didn’t mean to put a literal stickup! ","Rosszabb vagy, mint egy csivava. Amikor azt mondtam, hogy majd bottal üthetik a nyomunkat, nem arra gondoltam, hogy hozz egy botot! "
"REM3","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM4]","Oh did I mess up again? Are we not getting Saturn dogs? ","Ó, megint elrontottam? Akkor nem is kapunk Szaturnusz hot dogot? "
"ROM4","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-15]","No you didn’t mess up Remus. Let’s get you that hot dog. No no let’s get you two of them. How about that? ","Nem rontottad el, Remus. Szerzünk neked hot dogot. Sőt, kettőt is! Mit szólsz? "
"D2D-15","No Sc, msc: Supernova, sfx: Remus_Howl, Next: [D2D-15b]","Remus howls with excitement.","Remus izgatottan vonyít."
"D2D-15b","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]","Select an item in the shop","Válassz ki egy terméket a boltból"
"D2D-15b-Option-1","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]","",""
"D2D-15b-Option-2","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]D2D-15b-Option-2","",""
"TDP7-1","No Sc, msc: Supernova, no sfx, Next: [TDP7-2]","I slide two Saturn dogs to the pair. Remus helps himself and scarfs it down.","Odacsúsztatok feléjük két Szaturnusz hot dogot. Remus rögtön felfalja."
"TDP7-2","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-3]","and now the register--","És most a pénzt!"
"TDP7-3","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-4]","Rom… they were so nice and gave us a Saturn dog. Do we have to?","Rom...olyan kedves volt. Adott nekünk Szaturnusz hot dogot. Muszáj kirabolnunk?"
"TDP7-4","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-5]","Of course! We came all this way just to--","Persze! Hát azért jöttünk el idáig, hogy..."
"TDP7-5","Sc: Remus, msc: Supernova, sfx: Remus_Short, Next: [TDP7-6]","To steal?","Lopjunk?"
"TDP7-6","No Sc, msc: Supernova, no sfx, Next: [TDP7-7]","Romulus stutters in shock.","Romulus hebegni kezd."
"TDP7-7","No Sc, msc: Supernova, no sfx, Next: [TDP7-8]","Remus doesn’t look too different from a kicked puppy.","Remus úgy néz ki, mint egy megrúgott kutya."
"TDP7-8","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-9]","Mom always told us stealing was bad. We should pay!","Anya mindig azt mondta, lopni nem szép dolog. Fizessünk!"
"TDP7-9","Sc: Dmi, msc: Supernova, no sfx, Next: [TDP7-10]","I don’t really care either way to be honest… ","Engem amúgy nem érdekel... "
"TDP7-10","No Sc, msc: Supernova, no sfx, Next: [TDP7-11]","The two ignore me. I can practically hear the galaxy’s smallest violin play for the two.","Egyikük sem figyel rám. Még a végén megsajnálom őket."
"TDP7-11","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDP7-12]","You’re right Rem… I can’t do it. I wanted to be the tough guy so bad… everything is going to get blown to smithereens!","Igazad van Rem...Nem megy. Keménynek akartam tűnni, mert...nemsokára minden darabokra hullik!"
"TDP7-12","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-13]","I just wanted to do something cool!","Csak menőzni akartam!"
"TDP7-13","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-14]","Will you ever forgive me?","Meg tudsz nekem bocsátani?"
"TDP7-14","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDP7-15]","You’re the best big brother ever! Of course I will! ","Te vagy a világ legjobb bátyja! Hát persze, hogy megbocsátok! "
"TDP7-15","No Sc, msc: Supernova, no sfx, Next: [TDP7-16]","The two beastmen burst into tears.","A két vadember sírva fakad."
"TDP7-16","No Sc, msc: Supernova, no sfx, Next: [TDP7-17]","I just stand there watching the two go through a whole movie scene together.","Én csak állok ott, és nézem, ahogy ezek ketten letolnak egy giccses filmjelenetet."
"TDP7-17","No Sc, msc: Supernova, no sfx, Next: [TDP7-18]","Romulus sets a pile of luncos on the counter.","Romulus letesz egy marék lunárt a pultra."
"TDP7-18","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-16a]","Keep the change. We’re sorry for bothering you.","Tartsd meg az aprót. Sajnáljuk, hogy zavartunk."
"TDN7-1","No Sc, msc: Supernova, no sfx, Next: [TDN7-2]","Romulus grits his teeth.","Romulus a fogát csikorgatja."
"TDN7-2","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-3]","Is this some kind of joke? We asked for Saturn dogs!","Ez most valami vicc? Mi Szaturnusz hot dogokat kértünk!"
"TDN7-3","Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-4]","I know.","Tudom."
"TDN7-4","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDN7-5]","Why give us this?","Akkor miért ezt adod?"
"TDN7-5","Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-6]","You’re already helping yourself to the shelves. Why don’t you get them yourself?","Ha már úgyis fosztogattok, miért nem veszitek el magatoknak?"
"TDN7-6","Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [TDN7-7]","I--","Én..."
"TDN7-7","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDN7-8]","Aww…I think they’re mad at us Rom. ","Óó, azt hiszem haragszik ránk, Rom. "
"TDN7-8","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDN7-9]","I told you we shouldn’t steal.","Mondtam, hogy nem kéne lopnunk!"
"TDN7-9","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-10]","STOP TAKING ME AS A FOOL REM!","NE NÉZZ BOLONDNAK, REM!"
"TDN7-10","Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-11]","Hey! He’s not taking you as a fool.","Hé! Nem is néz bolondnak!"
"TDN7-11","No Sc, msc: Supernova, no sfx, Next: [TDN7-12]","Romulus’ eyes shine with a hopeful look.","Romulus szemeiben remény csillan."
"TDN7-12","Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-13]","I’m taking you as a fool too.","Én nézlek bolondnak."
"TDN7-13","No Sc, msc: Supernova, no sfx, Next: [TDN7-14]","Romulus drops the bag on the ground. He looks close to tears.","Romulus elejti a zsákot. Úgy néz ki, mint aki mindjárt elsírja magát."
"TDN7-14","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-16a]","Remus…lets just go.","Remus... menjünk inkább."
"D2D-16a","No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-16]","-door chimes and closes-","-megszólal a csengő, majd becsukódik az ajtó-"
"D2D-16","No Sc, msc: Supernova, no sfx, Next: [T8]","I reach for my phone. Cassiopeia’s not going to believe this.","A telefonomért nyúlok. Kassziopeia ezt nem fogja elhinni."
"T8","Sc: Dmi, on phone, msc: Supernova, sfx: Pocket_Swoosh_2, Next: [T9]","Sorry i didnt get to you yet. I was getting robbed.","Bocsi, hogy nem válaszoltam, épp kiraboltak."
"T9","Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [T10]","WHAT?","HOGY MI?"
"T10","Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T11]","chill they didnt take anything. They were two beastmen but they didnt seem to be following their own plan. ","Nyugi, nem vittek el semmit. Két vadember volt, és végül nem tartották magukat az eredeti tervükhöz. "
"T11","Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T12]","I didnt care much it's not like it's my gas station. i Think i hurt their feelings.","Amúgy nem zavart volna, úgysem az enyém a benzinkút. Szerintem megbántottam őket."
