"location","context","source","target"
"TDN4-7","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-8]","I stare out the window and watch as 8008 picks up a gas pump and guzzles it straight from the nozzle. His screen shows a sad face with a tear. He then blasts off into space.","Tôi nhìn ra cửa sổ thì thấy 8008 đang cầm cái vòi bơm xăng uống ừng ực. Màn hình của cậu ấy hiện lên một khuôn mặt buồn, có vài ba giọt nước mắt. Xong việc, cậu ta phóng vào không gian."
"TDN4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Poor guy.","Tội nghiệp."
"D1D-24a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-24]","-door opens and chimes-","[cửa mở, chuông cửa reo]"
"D1D-24","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD1]","An old man enters the gas station. He seems to have some kind of air of caution around him. The way he whips his head around makes him look like he is expecting an attack at any moment.","Một vị khách đứng tuổi bước vào trạm xăng. Hắn toát ra vẻ đề phòng, xoay đầu từ bên này sang bên kia như thể đã sẵn sàng đỡ đòn tấn công từ mọi phía."
"CRD1","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [DD1-20]","Salutations, Martian.","Kính chào, người Sao Hỏa."
"DD1-20","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD2]","Uh, hello? Do you need something, sir?","Ờm... chào anh? Anh muốn mua gì?"
"CRD2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-25]","Yes, I actually have a list here…","Đây, viết ra sẵn rồi này."
"D1D-25","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD3]","He pulls out a tiny holosheet and starts to read off of it.","Hắn mở tờ giấy hologram nhỏ ra và đọc từng chữ."
"CRD3","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [DD1-21]","I’m looking for duct tape, five laser blasters, a medkit, a flaming katana--","Ta cần mua 1 cuộn băng keo, 5 khẩu súng laser, 1 bộ sơ cứu, 1 thanh katana bắt lửa—"
"DD1-21","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-26]","Sir, this is a gas station.","Anh ơi, chỗ này là trạm xăng."
"D1D-26","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD4]","He stares blankly at me.","Hắn nhìn tôi như thể không hiểu ý."
"CRD4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]","...Can I at least get the katana?","...Thế có bán kiếm katana không?"
"DD1-22","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]"," What do you even need a Katana for?!"," Anh cần mua katana làm cái gì?!"
"D1D-27","No Sc, msc: SupernovaAlt, sfx: Crust_Laugh, Next: [CRD5]","The man lets out a hearty laugh. He slaps his rocky chest. Pebbles fall off him.","Hắn cười khằng khặc rồi đập mạnh vào bộ ngực bằng đá của mình. Có vài viên đá rơi xuống."
"CRD5","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD6]","Doomsday is in just three days! While you’re in here wasting away working MINIMUM wage!","Ba ngày nữa là tận thế rồi! Mà chú mày còn ngồi đây lãng phí thì giờ chỉ để nhận lương BA CỌC BA ĐỒNG!"
"CRD6","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-23]","I, Crust, from Mercury, will look at this burning ball of hell gas, and say…","Ta đây, Thạch Trụ, người Sao Thủy, sẽ nhìn thẳng vào mắt quả cầu lửa đang cháy kia, và nói..."
"DD1-23","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD7]","…","..."
"CRD7","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [D1D-28]","No.","Đừng hòng."
"D1D-28","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-24]","He smiles widely.","Hắn ta cười toe toét."
"DD1-24","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD8]","Sir, I don’t think you will survive a supernova.","Anh ơi, em thấy anh không chịu nổi áp suất của vụ nổ đâu."
"CRD8","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD9]","I will. Born from the crust of Mercury, I can survive anything.","Sao lại không? Da thịt ta là đất Sao Thủy, ta chịu được mọi thứ."
"CRD9","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [D1D-29]","Besides didn’t you hear? The supernova is a cover-up by the intergalactic association--","Mà nhóc không biết à? ""Vụ nổ siêu tân tinh"" chỉ là chiêu trò của Hiệp hội Liên Thiên hà nhằm che đậy—"
"D1D-29","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-25]","Oh, brother. ","Tới rồi đó. "
"DD1-25","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD10]","How about this Crust? I can help you get something that can help you out in your…","Hay giờ vầy đi. Tận thế thì mình phải có đồ dự trữ chứ đúng không? Giờ anh mua cái gì đó để dành—"
"CRD10","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [DD1-26]","My supernova bunker.","Trong hầm trú ẩn của ta."
"DD1-26","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27]","Your supernova bunker.","—trong hầm trú ẩn của anh đi."
"DD1-27","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27b]"," Alright... a nonperishable snack will be good."," Ờ... vậy lấy món nào mà để lâu được ấy."
"DD1-27b","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","Select an item in the shop","Hãy chọn một sản phẩm trong tiệm"
"DD1-27b-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","","DD1-27b-Option-1
"
"DD1-27b-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]DD1-27b-Option-2","","DD1-27b-Option-2
"
"TDP5-1","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [TDP5-2]","Jerky! You’re thinking like a true survivor kid! This is great!","Thịt khô à! Nhóc có tư duy sinh tồn đấy! Quá đỉnh!"
"TDP5-2","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-3]","Heh, thanks. I just remembered it from a TV show called Survivorz.","Hì hì, cảm ơn anh. Em có xem ""Chốn hoang sơ"" trên TV nên cũng biết chút đỉnh."
"TDP5-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-4]","Before you could even ring it up the man opens the bag and starts eating the jerky.","Tôi chưa kịp tính tiền thì hắn ta đã mở bịch ra ăn trước rồi."
"TDP5-4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-5]","Hm, you got somewhere to go kid? I can formally invite you to my bunker if ya want.","Hừm, có chỗ nào để trú ẩn chưa nhóc? Nếu muốn thì qua hầm của anh sống đỡ đi, anh mày mời thật lòng."
"TDP5-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-6]","Oh, nah. I’ll be here.","Thôi, anh. Em ở lại đây."
"TDP5-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-7]","Crust chokes on a piece of jerky and coughs. He bumps his chest a few times.","Hắn mắc nghẹn miếng thịt khô ngay cổ rồi ho sặc sụa. Hắn đập vào ngực mấy lần."
"TDP5-7","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-8]","Why? Don’t you got someone special to go home to?","Hả? Chứ bộ nhóc không còn ai để về à?"
"TDP5-8","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-9]","I’d expect you young’uns to hightail it outta here.","Anh tưởng mấy đứa nít ranh như tụi mày phải vọt trước chứ."
"TDP5-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-10]","A familiar face flashes in my mind. My normal bored expression cracks.","Một khuôn mặt thân quen thoáng qua trong tâm trí tôi. Tôi không còn giữ được vẻ thản nhiên."
"TDP5-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-11]","She’ll be fine without me. Besides, I like to be kept busy.","Không có em, bạn ấy sẽ ổn thôi. Mà em cũng thích làm này làm kia cho bận."
"TDP5-11","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-11b]","Crust doesn’t speak. I listen to his chewing. He rummages in his pocket to give me his luncos.","Thạch Tượng không nói gì. Tôi ngồi nghe hắn nhai nhóp nhép. Hắn lục lọi trong túi mấy đồng tiền lẻ để đưa tôi."
"TDP5-11b","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP5-12]","-cash register chime-","[tiếng máy tính tiền]"
"TDP5-12","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-13]","Don’t be too sure about that kid. Don’t choose for others how important you are to them.","Đừng có quả quyết như vậy. Sao mà biết mình quan trọng đến đâu trong mắt người khác."
"TDP5-13","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-14]","I’m gonna be fine when things go down, but you won’t. Talk to who you’re thinking bout.","Trời có sập thì anh cũng đâu hề hấn gì, nhưng chú mày thì có đấy. Đang nghĩ đến ai thì lo mà đi nói chuyện với họ đi."
"TDP5-14","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-15]","I don’t answer. It's a bit surprising I feel I am getting life advice from this apocalyptic junkie of some sort.","Tôi không đáp lời. Hơi bất ngờ khi mình được dạy đời bởi một kẻ cuồng tận thế như hắn."
"TDP5-15","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-16]","He smiles and waves at me before leaving. I watch the small bits of rock fall to the ground.","Hắn mỉm cười rồi vẫy tay chào tôi trước khi đi. Tôi nhìn những vụn đá nhỏ rơi xuống nền nhà."
"TDP5-16","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-30a]","I’ll be cleaning that up.","Lát hồi tôi sẽ phải dọn cái đống ấy."
"TDN5-1","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDN5-2]","Sorry kid, but I don’t really think something like this is going to be much use in my bunker.","Thôi khỏi nhé nhóc, anh thấy để cái này trong hầm trú ẩn cũng không có ích gì."
"TDN5-2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDN5-3]","You sure you don’t have blasters in the back?","Bộ trong kho không còn bộ phản lực nào à?"
"TDN5-3","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN5-4]","We’re still just a gas station, sir.","Chỗ này là trạm xăng, anh à."
"TDN5-4","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [TDN5-5]"," Alright."," Rồi rồi."
"TDN5-5","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-30a]","Stay safe, kid. I gotta go prep my bunker some more.","Nhớ giữ an toàn đấy nhóc. Anh đi sắm đồ cho cái hầm tiếp đây."
"D1D-30a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-30]","-door chimes and closes-","[chuông cửa reo, cửa đóng]"
"D1D-30","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31]","It's almost closing time…","Sắp tới giờ đóng cửa rồi..."
"D1D-31","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31b]","Flubber lounges in her usual spot. I smile and scratch under her chin.","Múp Míp an toạ trên chỗ nằm quen thuộc. Tôi mỉm cười, gãi nhẹ dưới cằm em ấy."
"D1D-31b","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [DD1-28]","Flubber Meows","Múp Míp kêu meo meo."
"DD1-28","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-28b]","We had a good day didn’t we?","Một ngày không tệ lắm nhỉ?"
"DD1-28b","No Sc, msc: SupernovaAlt, sfx: Text_1, Next: [D1D-32]","-phone chimes-","[chuông điện thoại reo]"
"D1D-32","No Sc, msc: SupernovaAlt, no sfx, Next: [T2]","I facepalm as I remember I never messaged Cassiopeia back.","Tôi đờ người ra khi chợt nhớ vẫn chưa nhắn lại cho Tiên."
"T2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Pocket_Swoosh_1, Next: [T3]","Dmi? Are u ghosting me?","Mi? Đang ghost tớ hay sao vậy?"
"T3","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","Not cool! im worried about u!","Đừng có vậy nha! Tớ lo cho cậu lắm đó!"
"T3-Option-1","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","Sorry, got caught up.","Xin lỗi nha, nãy giờ bận quá."
"T3-Option-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","You don’t need to keep messaging.","Cậu không cần nhắn cho tớ nhiều vậy đâu."
"TDP6-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-2]","Lot more customers on this route than i thought we would ","Có nhiều khách ghé qua đây hơn tớ nghĩ. "
"TDP6-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-3]","its a good time to roadtrip when the solar system is getting wiped ya know??","chứ còn gì nữa, hệ mặt trời sắp bị quét sạch thì người ta chẳng đi mua đồ dự trữ??"
"TDP6-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-4]","More like I met a rock dude named Crust who wanted to buy a katana to defend himself from the imminent supernova. ","Ê mà biết gì chưa, có ông người đá tên Thạch Tượng đòi mua katana để phòng thân trước vụ nổ á. "
"TDP6-4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-5]","What? Stop lying to me. xD Ur job isn’t that interesting","Ê nha, xạo vừa thôi =)) Làm ở trạm xăng mà cũng gặp người tưng tửng như vậy hả"
"TDP6-5","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-6]","U know how Mars is, we’re weirdo central.","Thì người ta hay nói độc lạ Sao Hỏa mà."
"TDP6-6","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-33]","thats true. U live there","người sao hỏa nói chuyện có khác"
"D1D-33","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-34]","I chuckle. That was a good one actually.","Tôi bật cười. Câu đùa ấy hay thật."
"D1D-34","No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","We chat with each other and for a second it feels like the world isn’t coming to an end soon.","Chúng tôi nhắn tin một hồi, và có lúc tôi cảm thấy như thế giới này còn lâu mới biến mất."
"TDN6-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-2]","I’ll just get back to u when i get back to u.","Khi nào cần thì tớ sẽ chủ động nhắn cho cậu."
"TDN6-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-3]","Ouch, remind me to never be worried about u again :/","Hừ, sau này tớ nghỉ nhắn trước luôn :/"
"TDN6-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-4]","Nah, I didn’t mean it like that. I’m just busy.","Tớ không có ý đó mà... Do tớ bận làm việc í."
"TDN6-4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-35]","Yeah, yeah I get it.","Ừ, ừ, hiểu rồi."
"D1D-35","No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","I could’ve handled that a bit better.","Đáng lẽ tôi phải trả lời nhẹ nhàng hơn."
"T4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T5]","Are u sure ur not calling off tomorrow? I know the money isn’t good enough at Cosmic Fuel where u need to work a day before Doomsday. :/","Bộ ngày mai vẫn đi làm thiệt hả? Lương ở trạm xăng có nhiêu đâu, mà còn bắt phải đi làm hết ngày cuối cùng mới chịu :/"
"T5","Sc: Dmi, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T6]","Maybe I LIKE working for a megacorp.","Thì tớ THÍCH làm nô lệ tư bản vậy đó."
"T6","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T7]","shut up","im giùm cái"
"T7","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [D1D-36]","ok ","ok "
"D1D-36","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-37]","I should clock out for the day","Đến giờ đóng cửa rồi."
"D1D-37","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-38]","I say goodbye to Flubber. She for some reason is a lot better at closing than I am. I never know what she does when we leave her alone.","Tôi chào tạm biệt Múp Míp. Em ấy có vẻ giỏi chuyện đóng cửa hơn cả tôi. Tôi chẳng đoán được em ấy làm gì khi ở một mình."
"D1D-38","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-39]","I don’t really know why I’m coming back in tomorrow. I should be packing with Cassie. We may not be able to do anything fancy like a space jump but…","Tôi cũng chẳng biết tại sao mình vẫn đi làm ngày mai. Lẽ ra tôi phải lo gói ghém đồ đạc chứ. Dù tôi với Tiên không đủ tiền nhảy không gian đi chăng nữa thì..."
"D1D-39","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40]","…","..."
"D1D-40","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40b]","I need some sleep for tomorrow.","Thôi ngủ đã, mai còn đi làm nữa."
"D1D-40b","No Sc, msc: SupernovaAlt, sfx: Door_Open,Door_Chime,Door_Close, Next: [Day2Transition]","-door opens and closes with a chime-","[cửa mở rồi lại đóng, chuông cửa reo lên]"
"Day2Transition","No Sc, msc: SupernovaAlt, no sfx, Next: [D2D-1]","DAY 2","NGÀY THỨ 2"
"D2D-1","No Sc, msc: Supernova, no sfx, Next: [ROD2-1]","I jab my fingers against the screen of my phone the little avatar hops up and down in an effort to dodge the man-eating kale.","Tôi ấn ngón tay vào màn hình điện thoại. Nhân vật trong đó nhảy lên rồi lại rơi xuống để không bị cây cải biết đi nuốt chửng."
"ROD2-1","Sc: Rob, msc: Supernova, sfx: Rob_Short, Next: [D2D-2]","Dmi!","Mi!"
"D2D-2","No Sc, msc: Supernova, no sfx, Next: [DD2-1]","I yelp and nearly drop my phone. I catch it just before it slips out of my fingers and glare at the slime man in front of me.","Tôi giật mình, suýt làm rơi điện thoại, nhưng may là kịp giữ lại ngay khi nó vừa rời tay tôi. Tôi lườm vị quản lý bằng thạch đứng trước mặt mình."
"DD2-1","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-3]","You’ve seriously got to stop doing that!","Chú đừng có làm vậy nữa!"
"D2D-3","No Sc, msc: Supernova, sfx: Rob_Laugh, Next: [ROD2-2]","Rob bursts into laughter.","Rob phá lên cười."
"ROD2-2","Sc: Rob, msc: Supernova, sfx: ROB3, Next: [DD2-2]","It’s just too funny. Look you got goosebumps on your goosebumps! ","Xin lỗi cháu. Mà coi da gà da vịt nổi lên tới đầu rồi kìa! "
"DD2-2","Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-3]","whatever how’s packing? ","Hừ. Mà chú dọn đồ chưa? "
"ROD2-3","Sc: Rob, msc: Supernova, sfx: ROB2, Next: [D2D-4]","We’ll be done by tonight. Then we leave tomorrow morning in time for our space jump outta here.","Tối nay là xong. Sáng mai cả nhà ra bến để làm cái bước nhảy không gian nữa là kịp."
"D2D-4","No Sc, msc: Supernova, no sfx, Next: [D2D-5]","Ah a space jump. That's everyone’s ticket outta the solar system to go wherever they’re going next. ","Nhảy không gian à... Tấm vé để rời khỏi Hệ Mặt Trời và đi đến bất kỳ đâu. "
"D2D-5","No Sc, msc: Supernova, no sfx, Next: [D2D-6]","They are ways outta here without one but the trip is pretty grueling.","Vẫn còn nhiều cách khác để đi nhưng sẽ phải chịu cực hơn nhiều."
"D2D-6","No Sc, msc: Supernova, no sfx, Next: [ROD2-4]","Not to mention the luncos to afford a space jump is insane.","Với lại để nhảy không gian thì phải có rất nhiều tiền."
"ROD2-4","Sc: Rob, msc: Supernova, sfx: ROB1, Next: [ROD2-5]","I’ll come pick up Flubber at the end of the day.","Cuối ngày chú sang đón Múp Míp nhé."
"ROD2-5","Sc: Rob, msc: Supernova, sfx: ROB3, Next: [D2D-7]","Also smile a little today! Use that slogan of ours to brighten their days. ","Đừng có nhợt nhạt vậy chứ! Khi chào khách nhớ tươi tỉnh lên cho người ta vui. "
"D2D-7","No Sc, msc: Supernova, no sfx, Next: [DD2-3]","Ugh.","Phiền thật."
"DD2-3","Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-6]","I’ll try.","Vâng ạ."
"ROD2-6","Sc: Rob, msc: Supernova, sfx: ROB2, Next: [FD2-1]","Great! I’ll see you later. Be nice to Flubber!","Phải thế chứ! Hẹn gặp cháu sau. Chăm Múp Míp giùm nhé!"
"FD2-1","Sc: Flubber, msc: Supernova, sfx: FLUBBER1, Next: [DD2-4]","Mreoww…","Meo~"
"DD2-4","Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-4b]","We’re pals aren’t we Flubber? ","Tụi mình là bạn thân mà, Múp Míp ha? "
"DD2-4b","No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-8]","-door chimes and closes-","[chuông cửa reo, cửa đóng]"
"D2D-8","No Sc, msc: Supernova, no sfx, Next: [D2D-9a]","Flubber gives me a slow blink.","Múp Míp nheo mắt chầm chậm."
"D2D-9a","No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [D2D-9]","-door opens and chimes-","[cửa mở, chuông cửa reo]"
"D2D-9","No Sc, msc: Supernova, no sfx, Next: [DD2-5]","A two-headed beastman enters. They don’t say a word. I yawn and start spouting the “Cosmic Fuel welcome”.","Một tên thú hai đầu bước vào, chẳng nói chẳng rằng. Tôi ngáp rồi hô to câu cửa miệng dùng để chào khách."
"DD2-5","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-10]","Welcome to Cosmic Fuel. Fill to your heart’s content that’s the Cosmic Fuel way. ","Chào mừng đến với Trạm xăng Hoàn Vũ. Cách phục vụ của chúng tôi chắc chắn sẽ đong đầy cả trái tim của quý khách. "
"D2D-10","No Sc, msc: Supernova, no sfx, Next: [D2D-11]","The beastmen frantically grab items and stuff them into a bag.","Hai tên người thú vội vàng cầm hết thứ này đến thứ kia bỏ vào bao."
"D2D-11","No Sc, msc: Supernova, no sfx, Next: [DD2-6]","Well that’s not at all what I meant. ","Mình có để biển ""Tự phục vụ"" đâu nhỉ? "
"DD2-6","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-12]","You guys using cash or credit?","Quý khách muốn trả tiền mặt hay quẹt thẻ?"
"D2D-12","No Sc, msc: Supernova, no sfx, Next: [ROM1]","The more dimwitted looking one whispers to the sharper one and they stalk forward.","Tên ngơ ngác hơn thì thầm với tên sáng dạ hơn, rồi chúng nhào lên trước."
"ROM1","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-13]","This is a stick up! Open the register!","Cướp đây! Đưa hết tiền ra!"
"D2D-13","No Sc, msc: Supernova, no sfx, Next: [REM1]","The dimwitted-looking beast-man pulls out a stick from his pocket and points at me.","Tên người thú ngơ ngác rút từ trong túi quần một cây gậy rồi chĩa vào tôi."
"REM1","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [ROM2]","and give us those Saturn dogs behind you!","Với lấy thêm mấy cây xúc xích ở sau nữa!"
"ROM2","Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [D2D-14]","Yeah! And--","Ừ! Rồi—"
"D2D-14","No Sc, msc: Supernova, no sfx, Next: [REM2]","The sharp-eyed beastman glares at his brother.","Tên người thú sáng dạ hơn lườm tên còn lại."
"REM2","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM3]","Sorry Romulus stickups make me hungry. ","Xin lỗi anh, chơi trò này làm em đói quá. "
"ROM3","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [REM3]","You’re worse than a chihuahua. When I said we’re doing a stickup I didn’t mean to put a literal stickup! ","Không bằng con chó cảnh nữa! Nói lấy một ""cây"" là lấy ""cây súng"" chứ ai lấy ""cành cây""? "
"REM3","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM4]","Oh did I mess up again? Are we not getting Saturn dogs? ","Ớ, em lại làm gì sai à? Mình không được ăn xúc xích Sao Thổ nữa hả anh? "
"ROM4","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-15]","No you didn’t mess up Remus. Let’s get you that hot dog. No no let’s get you two of them. How about that? ","Không đâu Rem, em chưa làm gì sai hết. Để anh lấy một cây xúc xích. Thôi, lấy hai cây cho em. Được chưa? "
"D2D-15","No Sc, msc: Supernova, sfx: Remus_Howl, Next: [D2D-15b]","Remus howls with excitement.","Sói Rem rú lên thật vui sướng."
"D2D-15b","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]","Select an item in the shop","Hãy chọn một sản phẩm trong tiệm"
"D2D-15b-Option-1","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]","","D2D-15b-Option-1
"
"D2D-15b-Option-2","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]D2D-15b-Option-2","","D2D-15b-Option-2
"
"TDP7-1","No Sc, msc: Supernova, no sfx, Next: [TDP7-2]","I slide two Saturn dogs to the pair. Remus helps himself and scarfs it down.","Tôi đưa hai cây xúc xích Sao Thổ cho chúng. Rem ngấu nghiến hết sạch."
"TDP7-2","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-3]","and now the register--","Giờ thì mở cái máy kia ra—"
"TDP7-3","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-4]","Rom… they were so nice and gave us a Saturn dog. Do we have to?","Anh Ròm... Người ta là người tốt nên mới cho mình ăn xúc xích. Bắt người ta làm vậy chi nữa?"
"TDP7-4","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-5]","Of course! We came all this way just to--","Chứ sao nữa! Đi đến tận đây chỉ để—"
"TDP7-5","Sc: Remus, msc: Supernova, sfx: Remus_Short, Next: [TDP7-6]","To steal?","Để ăn cướp?"
"TDP7-6","No Sc, msc: Supernova, no sfx, Next: [TDP7-7]","Romulus stutters in shock.","Sói Ròm đờ người ra, không nói nên lời."
"TDP7-7","No Sc, msc: Supernova, no sfx, Next: [TDP7-8]","Remus doesn’t look too different from a kicked puppy.","Vẻ mặt Sói Rem y như cún con bị người ta đá trúng."
"TDP7-8","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-9]","Mom always told us stealing was bad. We should pay!","Mẹ dạy là không được ăn cướp đó. Phải trả tiền chứ!"
"TDP7-9","Sc: Dmi, msc: Supernova, no sfx, Next: [TDP7-10]","I don’t really care either way to be honest… ","Có trả hay quỵt tôi cũng không quan tâm... "
"TDP7-10","No Sc, msc: Supernova, no sfx, Next: [TDP7-11]","The two ignore me. I can practically hear the galaxy’s smallest violin play for the two.","Bọn hắn lơ tôi. Tôi tưởng chừng có thể nghe ai đó kéo vĩ cầm thật buồn."
"TDP7-11","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDP7-12]","You’re right Rem… I can’t do it. I wanted to be the tough guy so bad… everything is going to get blown to smithereens!","Rem ơi, em nói đúng... Anh đây nào dám làm vậy. Anh muốn một lần làm gì xấu xa... chứ mọi thứ sắp nổ tan tành cả rồi!"
"TDP7-12","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-13]","I just wanted to do something cool!","Anh chỉ muốn làm cái gì hay ho thôi!"
"TDP7-13","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-14]","Will you ever forgive me?","Tha lỗi cho anh nhé?"
