"location","context","source","target"
"TDN4-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [TDN4-3]"," This is NOT Arinator. She only has her face on the cover of all her products dude."," Ρε, αυτό δεν είναι της Arinator. Όλα της τα προϊόντα έχουν μόνο το πρόσωπό της πάνω."
"TDN4-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-4]","His facial screen switches to a video of a cyborg woman performing a song on stage. Her fans are screaming their lungs out.","Στην οθόνη-πρόσωπό του εμφανίζεται ένα βίντεο μιας γυναίκας cyborg που τραγουδάει πάνω στη σκηνή. Οι φαν της ουρλιάζουν από ενθουσιασμό."
"TDN4-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDN4-5]","See? You don’t recognize her?","Βλέπεις; Δεν την αναγνωρίζεις;"
"TDN4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN4-6]","Oh, well...I don’t think I really know her stuff.","Α, βασικά...Δεν νομίζω να έχω ακούσει τη μουσική της."
"TDN4-6","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [TDN4-6b]","Fine...I’ll just get gas.","Καλά... Βάλε μόνο βενζίνη, τότε."
"TDN4-6b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDN4-7]","-door chimes and closes-","-η πόρτα κουδουνίζει και κλείνει-"
"TDN4-7","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-8]","I stare out the window and watch as 8008 picks up a gas pump and guzzles it straight from the nozzle. His screen shows a sad face with a tear. He then blasts off into space.","Κοιτάζω έξω απ' το παράθυρο και βλέπω τον 8008 να σηκώνει την αντλία και να ρουφάει όλη τη βενζίνη  κατευθείαν απ' το στόμιο. Στην οθόνη του εμφανίζεται ένα θλημμένο πρόσωπο με ένα δάκρυ. Απογειώνεται και χάνεται στο διάστημα."
"TDN4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Poor guy.","Το καημένο."
"D1D-24a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-24]","-door opens and chimes-","-η πόρτα ανοίγει και κουδουνίζει- "
"D1D-24","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD1]","An old man enters the gas station. He seems to have some kind of air of caution around him. The way he whips his head around makes him look like he is expecting an attack at any moment.","Ένας ηλικιωμένος άντρας μπαίνει στο βενζινάδικο. Κινείται προσεκτικά, σαν να φοβάται πως κάτι θα του επιτεθεί από στιγμή σε στιγμή. Ο τρόπος που στρέφει το κεφάλι του δεξιά-αριστερά φανερώνει την ανησυχία του."
"CRD1","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [DD1-20]","Salutations, Martian.","Χαίρε, Αρειανέ."
"DD1-20","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD2]","Uh, hello? Do you need something, sir?","Εμ, γεια σας; Χρειάζεστε τίποτα, κύριε;"
"CRD2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-25]","Yes, I actually have a list here…","Ναι, βασικά έχω ετοιμάσει μια λίστα εδώ..."
"D1D-25","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD3]","He pulls out a tiny holosheet and starts to read off of it.","Βγάζει ένα μικροσκοπικό χαρτί και αρχίζει να διαβάζει."
"CRD3","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [DD1-21]","I’m looking for duct tape, five laser blasters, a medkit, a flaming katana--","Ψάχνω μονωτική ταινία, πέντε τουφέκια-λέιζερ, ένα κιτ πρώτων βοηθειών, ένα φλεγόμενο σπαθί κατάνα..."
"DD1-21","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-26]","Sir, this is a gas station.","Κύριε... βενζινάδικο είμαστε."
"D1D-26","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD4]","He stares blankly at me.","Με κοιτάζει με ένα κενό βλέμμα."
"CRD4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]","...Can I at least get the katana?","...Μπορώ να έχω έστω ένα κατάνα;"
"DD1-22","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]"," What do you even need a Katana for?!"," Γιατί, τι το χρειάζεστε το κατάνα;!"
"D1D-27","No Sc, msc: SupernovaAlt, sfx: Crust_Laugh, Next: [CRD5]","The man lets out a hearty laugh. He slaps his rocky chest. Pebbles fall off him.","Ο άντρας αρχίζει και γελάει δυνατά. Χτυπά το πετρώδες στέρνο του κι αρχίζουν να πέφτουν από πάνω του χαλίκια."
"CRD5","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD6]","Doomsday is in just three days! While you’re in here wasting away working MINIMUM wage!","Το τέλος του κόσμου είναι σε τρεις μέρες! Κι εσύ κάθεσαι και δουλεύεις εδώ για ΨΙΧΟΥΛΑ!"
"CRD6","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-23]","I, Crust, from Mercury, will look at this burning ball of hell gas, and say…","Εγώ, ο Κραστ απ' τον Ερμή, θα κοιτάζω εκείνη την πύρηνη σφαίρα αερίου και θα πω..."
"DD1-23","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD7]","…","…"
"CRD7","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [D1D-28]","No.","Όχι."
"D1D-28","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-24]","He smiles widely.","Χαμογελάει πλατιά."
"DD1-24","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD8]","Sir, I don’t think you will survive a supernova.","Κύριε, δεν νομίζω πως μπορείτε να επιβιώσετε από έναν σουπερνόβα."
"CRD8","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD9]","I will. Born from the crust of Mercury, I can survive anything.","Κι όμως, θα μπορέσω. Γεννήθηκα από τον φλοιό του Ερμή, μπορώ να αντέξω τα πάντα."
"CRD9","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [D1D-29]","Besides didn’t you hear? The supernova is a cover-up by the intergalactic association--","Εξάλλου, δεν το άκουσες; Ο σουπερνόβα είναι μια απάτη από την Διαγαλαξιακή Ομοσπονδία..."
"D1D-29","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-25]","Oh, brother. ","Πω, φίλε. "
"DD1-25","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD10]","How about this Crust? I can help you get something that can help you out in your…","Άκου να δεις, Κραστ. Μπορώ να σε βοηθήσω να βρεις κάτι που θα σου είναι χρήσιμο για το..."
"CRD10","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [DD1-26]","My supernova bunker.","Για το ιδιωτικό μου καταφύγιο σουπερνόβα."
"DD1-26","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27]","Your supernova bunker.","Ναι, ακριβώς."
"DD1-27","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27b]"," Alright... a nonperishable snack will be good."," Ωραία... Ένα μη αλλοιώσιμο σνακ είναι ό,τι πρέπει."
"DD1-27b","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","Select an item in the shop","Διάλεξε κάτι από το κατάστημα"
"DD1-27b-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","",""
"DD1-27b-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]DD1-27b-Option-2","",""
"TDP5-1","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [TDP5-2]","Jerky! You’re thinking like a true survivor kid! This is great!","Αποξηραμένο κρέας! Σκέφτεσαι σαν αληθινός επιζών, μικρό! Αυτό είναι τέλειο!"
"TDP5-2","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-3]","Heh, thanks. I just remembered it from a TV show called Survivorz.","Χεχ, ευχαριστώ. Το θυμήθηκα από μια παλιά τηλεοπτική σειρά που λεγόταν Survivorz."
"TDP5-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-4]","Before you could even ring it up the man opens the bag and starts eating the jerky.","Πριν καν προλάβεις να το χτυπήσεις στο ταμείο, ο άντρας ανοίγει το σακουλάκι και ξεκινάει να τρώει το κρέας."
"TDP5-4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-5]","Hm, you got somewhere to go kid? I can formally invite you to my bunker if ya want.","Χμ, έχεις πού να πας, μικρό; Μπορώ να σε καλέσω στο καταφύγιό μου, αν θες."
"TDP5-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-6]","Oh, nah. I’ll be here.","Όχι, ένταξει. Θα μείνω εδώ."
"TDP5-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-7]","Crust chokes on a piece of jerky and coughs. He bumps his chest a few times.","Ο Κραστ πνίγεται από ένα κομματάκι κρέας και βήχει δυνατά. Χτυπά το στέρνο του δυο-τρεις φορές."
"TDP5-7","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-8]","Why? Don’t you got someone special to go home to?","Γιατί; Δεν έχεις κανέναν να σε περιμένει σπίτι;"
"TDP5-8","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-9]","I’d expect you young’uns to hightail it outta here.","Περίμενα πως εσείς οι νέοι θα την είχατε κοπανήσει μέχρι τώρα."
"TDP5-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-10]","A familiar face flashes in my mind. My normal bored expression cracks.","Ένα γνώριμο πρόσωπο περνά απ' το μυαλό μου. Η αδιάφορη έκφρασή μου φεύγει απ' το πρόσωπό μου."
"TDP5-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-11]","She’ll be fine without me. Besides, I like to be kept busy.","Θα' ναι καλά χωρίς εμένα. Εξάλλου, μου αρέσει να δουλεύω."
"TDP5-11","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-11b]","Crust doesn’t speak. I listen to his chewing. He rummages in his pocket to give me his luncos.","Ο Κραστ δεν λέει τίποτα άλλο. Ακούω το μασούλημά του. Ψαχουλεύει την τσέπη του και μου δίνει τα λούνκο του."
"TDP5-11b","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP5-12]","-cash register chime-","-η ταμειακή κουδουνίζει-"
"TDP5-12","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-13]","Don’t be too sure about that kid. Don’t choose for others how important you are to them.","Δεν θα ήμουν τόσο σίγουρος στη θέση σου. Δεν επιλέγεις εσύ πόσο σημαντικό άτομο είσαι στην ζωή των άλλων."
"TDP5-13","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-14]","I’m gonna be fine when things go down, but you won’t. Talk to who you’re thinking bout.","Εγώ θα τη βγάλω καθαρή όταν έρθει η ώρα. Εσύ, όμως, όχι. Για αυτό μίλα στο άτομο που σκέφτηκες."
"TDP5-14","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-15]","I don’t answer. It's a bit surprising I feel I am getting life advice from this apocalyptic junkie of some sort.","Δεν απαντάω. Είναι κάπως περίεργο το ότι δέχομαι συμβουλές ζωής από έναν άντρα που θυμίζει μεταποκαλυπτικό πρεζάκι."
"TDP5-15","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-16]","He smiles and waves at me before leaving. I watch the small bits of rock fall to the ground.","Χαμογελάει και με χαιρετάει πριν φύγει. Παρακολουθώ τα χαλίκια του να πέφτουν στο πάτωμα."
"TDP5-16","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-30a]","I’ll be cleaning that up.","Πρέπει να τα καθαρίσω αυτά."
"TDN5-1","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDN5-2]","Sorry kid, but I don’t really think something like this is going to be much use in my bunker.","Συγγνώμη μικρέ, αλλά δεν νομίζω ότι θα το χρειαστώ αυτό καταφύγιό μου."
"TDN5-2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDN5-3]","You sure you don’t have blasters in the back?","Σίγουρα δεν έχετε λέιζερ στην αποθήκη;"
"TDN5-3","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN5-4]","We’re still just a gas station, sir.","Θα το ξαναπώ, είμαστε βενζινάδικο, κύριε."
"TDN5-4","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [TDN5-5]"," Alright."," Καλώς."
"TDN5-5","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-30a]","Stay safe, kid. I gotta go prep my bunker some more.","Να προσέχεις, μικράκι. Πάω να ετοιμάσω μερικά πράγματα ακόμα στο καταφύγιό μου."
"D1D-30a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-30]","-door chimes and closes-","-η πόρτα κουδουνίζει και κλείνει-"
"D1D-30","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31]","It's almost closing time…","Σε λίγο κλείνουμε..."
"D1D-31","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31b]","Flubber lounges in her usual spot. I smile and scratch under her chin.","Η Φλάμπερ χαλαρώνει στη γνωστή της γωνιά. Χαμογελάω και της ξύνω χαϊδευτικά το πιγούνι."
"D1D-31b","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [DD1-28]","Flubber Meows","Η Φλάμπερ νιαουρίζει"
"DD1-28","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-28b]","We had a good day didn’t we?","Ήταν ωραία μέρα σήμερα, δε συμφωνείς;"
"DD1-28b","No Sc, msc: SupernovaAlt, sfx: Text_1, Next: [D1D-32]","-phone chimes-","-κουδουνίζει το τηλέφωνο-"
"D1D-32","No Sc, msc: SupernovaAlt, no sfx, Next: [T2]","I facepalm as I remember I never messaged Cassiopeia back.","Αυτομουτζώνομαι. Θυμάμαι πως δεν απάντησα ποτέ στο μήνυμα της Κασσιόπης."
"T2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Pocket_Swoosh_1, Next: [T3]","Dmi? Are u ghosting me?","Ντμι; Με αγνοείς;"
"T3","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","Not cool! im worried about u!","Δεν είναι ωραίο αυτό! Ανησυχώ για εσένα!"
"T3-Option-1","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","Sorry, got caught up.","Σόρι, είχα πολλή δουλειά."
"T3-Option-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","You don’t need to keep messaging.","Δεν χρειάζεται να μου στέλνεις συνέχεια."
"TDP6-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-2]","Lot more customers on this route than i thought we would ","Δεν περίμενα να έχει τόσους πελάτες εδώ πέρα. "
"TDP6-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-3]","its a good time to roadtrip when the solar system is getting wiped ya know??","Είναι η ιδανική περίοδος για εκδρομές τώρα που καταστρέφεται το ηλιακό σύστημα, ξέρεις."
"TDP6-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-4]","More like I met a rock dude named Crust who wanted to buy a katana to defend himself from the imminent supernova. ","Εγώ γνώρισα έναν πέτρινο τύπο με το όνομα Κράστ, που ήθελε να αγοράσει ένα κατάνα για να υπερασπιστεί τον εαυτό του από τον επικείμενο σουπερνόβα. "
"TDP6-4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-5]","What? Stop lying to me. xD Ur job isn’t that interesting","Τι πράγμα; Κόψε τα ψέματα. xD Η δουλειά σου δεν είναι τόσο ενδιαφέρουσα"
"TDP6-5","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-6]","U know how Mars is, we’re weirdo central.","Ξέρεις πως είναι ο Άρης, όλα τα περίεργα εδώ μαζεύονται"
"TDP6-6","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-33]","thats true. U live there","όντως. Όπως εσύ, πχ"
"D1D-33","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-34]","I chuckle. That was a good one actually.","Γελάω. Ήταν αρκετά αστείο αυτό."
"D1D-34","No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","We chat with each other and for a second it feels like the world isn’t coming to an end soon.","Συνεχίζουμε να μιλάμε και για μια στιγμή ξεχνάω τα πάντα για τη συντέλεια του κόσμου."
"TDN6-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-2]","I’ll just get back to u when i get back to u.","Θα σου ξαναστείλω όταν μπορέσω."
"TDN6-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-3]","Ouch, remind me to never be worried about u again :/","Αυτό πόνεσε. Θύμισέ μου να μην ξανανησυχήσω για σένα :/"
"TDN6-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-4]","Nah, I didn’t mean it like that. I’m just busy.","Έλα, δεν το εννοούσα έτσι. Απλώς έχω πολλή δουλειά."
"TDN6-4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-35]","Yeah, yeah I get it.","Ναι, ναι, καταλαβαίνω."
"D1D-35","No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","I could’ve handled that a bit better.","Θα μπορούσα να είχα εκφραστεί καλύτερα."
"T4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T5]","Are u sure ur not calling off tomorrow? I know the money isn’t good enough at Cosmic Fuel where u need to work a day before Doomsday. :/","Σίγουρα δεν θα πάρεις ρεπό αύριο; Σίγουρα το Cosmic Fuel δεν πληρώνει αρκετά για να δουλεύεις μια μέρα πριν το τέλος του κόσμου. :/"
"T5","Sc: Dmi, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T6]","Maybe I LIKE working for a megacorp.","Μάλλον ΛΑΤΡΕΥΩ να δουλεύω σε μια διαστημική πολυεθνική."
"T6","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T7]","shut up","σκάσε"
"T7","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [D1D-36]","ok ","οκ "
"D1D-36","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-37]","I should clock out for the day","Τέλος για σήμερα."
"D1D-37","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-38]","I say goodbye to Flubber. She for some reason is a lot better at closing than I am. I never know what she does when we leave her alone.","Αποχαιρετώ τη Φλάμπερ. Σε αντίθεση με μένα, το κλείσιμο του μαγαζιού δεν την επηρεάζει τόσο. Δεν έχω ιδέα τι κάνει όταν την αφήνουμε μόνη της."
"D1D-38","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-39]","I don’t really know why I’m coming back in tomorrow. I should be packing with Cassie. We may not be able to do anything fancy like a space jump but…","Δεν ξέρω καν γιατί να 'ρθω αύριο. Θα έπρεπε να ετοιμάζω τα πράγματά μου με την Κάσι. Δεν μπορούμε να κανονίσουμε και τίποτα το εντυπωσιακό, όπως ένα διαστημικό άλμα αλλά..."
"D1D-39","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40]","…","…"
"D1D-40","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40b]","I need some sleep for tomorrow.","Πρέπει να κοιμηθώ."
"D1D-40b","No Sc, msc: SupernovaAlt, sfx: Door_Open,Door_Chime,Door_Close, Next: [Day2Transition]","-door opens and closes with a chime-","-η πόρτα ανοιγει και κλείνει κουδουνίζοντας-"
"Day2Transition","No Sc, msc: SupernovaAlt, no sfx, Next: [D2D-1]","DAY 2","ΗΜΕΡΑ 2η"
"D2D-1","No Sc, msc: Supernova, no sfx, Next: [ROD2-1]","I jab my fingers against the screen of my phone the little avatar hops up and down in an effort to dodge the man-eating kale.","Χτυπάω νευρικά την οθόνη του κινητού μου. Το μικροσκοπικό άβαταρ της συσκευής χοροπηδά προσπαθώντας να γλιτώσει απ' το ανθρωποφάγο λάχανο."
"ROD2-1","Sc: Rob, msc: Supernova, sfx: Rob_Short, Next: [D2D-2]","Dmi!","Ντμι!"
"D2D-2","No Sc, msc: Supernova, no sfx, Next: [DD2-1]","I yelp and nearly drop my phone. I catch it just before it slips out of my fingers and glare at the slime man in front of me.","Ουρλιάζω ξαφνιασμένο και παραλίγο να μου πέσειι το κινητό. Το προλαβαίνω τελευταία στιγμή και κοιτάζω τον γλοιώδη άντρα μπροστά μου."
"DD2-1","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-3]","You’ve seriously got to stop doing that!","Σοβαρά, πρέπει να το κόψεις αυτό!"
"D2D-3","No Sc, msc: Supernova, sfx: Rob_Laugh, Next: [ROD2-2]","Rob bursts into laughter.","Ο Ρομπ ξεσπά σε γέλια."
"ROD2-2","Sc: Rob, msc: Supernova, sfx: ROB3, Next: [DD2-2]","It’s just too funny. Look you got goosebumps on your goosebumps! ","Είναι απλώς πολύ αστείο. Κοίτα, σου σηκώθηκε η τρίχα! "
"DD2-2","Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-3]","whatever how’s packing? ","Τέλος πάντων, πώς πάει το πακετάρισμα; "
"ROD2-3","Sc: Rob, msc: Supernova, sfx: ROB2, Next: [D2D-4]","We’ll be done by tonight. Then we leave tomorrow morning in time for our space jump outta here.","Μέχρι το βράδυ θα έχουμε τελειώσει. Αύριο το πρωί θα φύγουμε, πάνω στην ώρα για το διαστημικό άλμα."
"D2D-4","No Sc, msc: Supernova, no sfx, Next: [D2D-5]","Ah a space jump. That's everyone’s ticket outta the solar system to go wherever they’re going next. ","Α, διαστημικό άλμα. Το εισιτήριο όλων για να εγκαταλείψουν το ηλιακό σύστημα και να πάνε όπου θέλουν. "
"D2D-5","No Sc, msc: Supernova, no sfx, Next: [D2D-6]","They are ways outta here without one but the trip is pretty grueling.","Υπάρχουν κι άλλοι τρόποι να φύγουμε από εδώ, αλλά το ταξίδι είναι εξαντλητικό."
"D2D-6","No Sc, msc: Supernova, no sfx, Next: [ROD2-4]","Not to mention the luncos to afford a space jump is insane.","Επίσης ένα διαστημικό άλμα κοστίζει πολλά λεφτά."
"ROD2-4","Sc: Rob, msc: Supernova, sfx: ROB1, Next: [ROD2-5]","I’ll come pick up Flubber at the end of the day.","Θα έρθω να πάρω τη Φλάμπερ στο τέλος της ημέρας."
"ROD2-5","Sc: Rob, msc: Supernova, sfx: ROB3, Next: [D2D-7]","Also smile a little today! Use that slogan of ours to brighten their days. ","Α, και χαμογέλα λίγο σήμερα! Χρησιμοποίησε και το σλόγκαν μας για να φτιάξεις τη διάθεση των πελατών. "
"D2D-7","No Sc, msc: Supernova, no sfx, Next: [DD2-3]","Ugh.","Πω."
"DD2-3","Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-6]","I’ll try.","Θα προσπαθήσω."
"ROD2-6","Sc: Rob, msc: Supernova, sfx: ROB2, Next: [FD2-1]","Great! I’ll see you later. Be nice to Flubber!","Τέλεια! Τα λέμε μετά. Να προσέχεις τη Φλάμπερ!"
"FD2-1","Sc: Flubber, msc: Supernova, sfx: FLUBBER1, Next: [DD2-4]","Mreoww…","Μμιάου..."
"DD2-4","Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-4b]","We’re pals aren’t we Flubber? ","Είμαστε φίλοι, έτσι δεν είναι, Φλάμπερ; "
"DD2-4b","No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-8]","-door chimes and closes-","-η πόρτα κουδουνίζει και κλείνει-"
"D2D-8","No Sc, msc: Supernova, no sfx, Next: [D2D-9a]","Flubber gives me a slow blink.","Η Φλάμπερ ανοιγοκλείνει αργά τα μάτια της."
"D2D-9a","No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [D2D-9]","-door opens and chimes-","-η πόρτα ανοίγει και κουδουνίζει- "
"D2D-9","No Sc, msc: Supernova, no sfx, Next: [DD2-5]","A two-headed beastman enters. They don’t say a word. I yawn and start spouting the “Cosmic Fuel welcome”.","Ένα δικέφαλο τέρας μπαίνει μέσα. Δεν λέει κουβέντα. Χασμουριέμαι και ξεκινάω να αραδιάζω το κλασσικό καλωσόρισμα του Cosmic Fuel."
"DD2-5","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-10]","Welcome to Cosmic Fuel. Fill to your heart’s content that’s the Cosmic Fuel way. ","Καλωσήρθατε στο Cosmic Fuel. Γεμίστε όσο τραβάει η καρδιά σας, έτσι κάνουμε στο Cosmic Fuel. "
"D2D-10","No Sc, msc: Supernova, no sfx, Next: [D2D-11]","The beastmen frantically grab items and stuff them into a bag.","Τα τέρατα αρχίζουν και αρπάζουν πράγματα πανικόβλητα και τα χώνουν σε μια τσάντα."
"D2D-11","No Sc, msc: Supernova, no sfx, Next: [DD2-6]","Well that’s not at all what I meant. ","Ε, δεν εννοούσα αυτό ακριβώς. "
"DD2-6","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-12]","You guys using cash or credit?","Θα πληρώσετε με μετρητά ή κάρτα, παιδιά;"
"D2D-12","No Sc, msc: Supernova, no sfx, Next: [ROM1]","The more dimwitted looking one whispers to the sharper one and they stalk forward.","Ο φαινομενικά πιο χαζούλης από τους δυο ψιθυρίζει κάτι στον πιο πονηρό και αρχίζουν να με πλησιάζουν."
"ROM1","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-13]","This is a stick up! Open the register!","Ληστεία! Άνοιξε το ταμείο!"
"D2D-13","No Sc, msc: Supernova, no sfx, Next: [REM1]","The dimwitted-looking beast-man pulls out a stick from his pocket and points at me.","Ο χαζούλης βγάζει ένα ξυλάκι απ' την τσέπη του και το στρέφει προς το μέρος μου."
"REM1","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [ROM2]","and give us those Saturn dogs behind you!","Και δώσε μας κι εκείνα τα Saturn dogs πίσω σου!"
"ROM2","Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [D2D-14]","Yeah! And--","Ναι! Και..."
"D2D-14","No Sc, msc: Supernova, no sfx, Next: [REM2]","The sharp-eyed beastman glares at his brother.","Ο πιο έξυπνος κοιτάζει εκνευρισμένα τον αδερφό του."
"REM2","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM3]","Sorry Romulus stickups make me hungry. ","Σόρι, Ρωμύλε, οι ληστείες μου ανοίγουν την όρεξη. "
"ROM3","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [REM3]","You’re worse than a chihuahua. When I said we’re doing a stickup I didn’t mean to put a literal stickup! ","Είσαι χειρότερος από κι τσιουάουα. Γιατί να απειλήσεις με ξυλάκι;! "
"REM3","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM4]","Oh did I mess up again? Are we not getting Saturn dogs? ","Ω, τα θαλάσσωσα πάλι; Άρα δεν έχει Saturn dogs; "
"ROM4","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-15]","No you didn’t mess up Remus. Let’s get you that hot dog. No no let’s get you two of them. How about that? ","Όχι, δεν τα θαλάσσωσες, Ρέμο. Πάμε να σου πάρουμε ένα χοτ ντογκ. Όχι, θα σου πάρουμε δύο. Πώς σου φαίνεται; "
