location,context,source,target
DD1-24,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD8]","Sir, I don’t think you will survive a supernova.",Saya rasa Anda tidak akan bertahan menghadapi supernova.
CRD8,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD9]","I will. Born from the crust of Mercury, I can survive anything.","Bisa, kok. Aku bisa bertahan menghadapi apa pun karena aku lahir dari kerak Merkurius."
CRD9,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [D1D-29]",Besides didn’t you hear? The supernova is a cover-up by the intergalactic association--,"Lagian, apa kamu dengar? Supernova cuman berita pengalihan buatan Asosiasi Antar Galaksi--"
D1D-29,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-25]","Oh, brother. ","Baiklah, cukup."
DD1-25,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD10]",How about this Crust? I can help you get something that can help you out in your…,"Bagaimana kalau begini, Saya akan membantu menyiapkan sesuatu untuk…"
CRD10,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [DD1-26]",My supernova bunker.,Persediaan markas supernova-ku?
DD1-26,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27]",Your supernova bunker.,"Ya, persediaan markas supernova Anda!"
DD1-27,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27b]", Alright... a nonperishable snack will be good.,Benar juga… bukankah lebih baik jika memiliki makanan tahan lama?
DD1-27b,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN5-1,TDP5-1]",Select an item in the shop,Pilih item di toko.
TDN5-1,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDN5-2]","Sorry kid, but I don’t really think something like this is going to be much use in my bunker.","Maaf Nak, tapi aku tidak merasa ini akan berguna untuk markasku."
TDN5-2,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDN5-3]",You sure you don’t have blasters in the back?,Kamu yakin kalian tidak punya senjata di gudang?
TDN5-3,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN5-4]","We’re still just a gas station, sir.","Maaf, tapi kami hanya pom bensin biasa."
TDN5-4,"Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [TDN5-5]", Alright.,Baiklah.
TDN5-5,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-30a]","Stay safe, kid. I gotta go prep my bunker some more.","Hati-hati ya, Nak. Aku akan pergi untuk menyiapkan markasku lagi."
TDP5-1,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [TDP5-2]",Jerky! You’re thinking like a true survivor kid! This is great!,"Dendeng! Naluri bertahanmu hebat, ya! Ini bagus sekali!"
TDP5-2,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-3]","Heh, thanks. I just remembered it from a TV show called Survivorz.","Heh, terima kasih. Saya ingat ini berkat acara TV Survivorz."
TDP5-3,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-4]",Before you could even ring it up the man opens the bag and starts eating the jerky.,"Sebelum sempat dihitung kasir, pria itu membuka bungkusnya dan memakan dendeng tersebut."
TDP5-4,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-5]","Hm, you got somewhere to go kid? I can formally invite you to my bunker if ya want.","Hm, apa kamu sudah tahu mau evakuasi ke mana, Nak? Aku bisa mengajakmu ke markasku."
TDP5-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-6]","Oh, nah. I’ll be here.","Oh, tidak perlu. Saya akan terus di sini."
TDP5-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-7]",Crust chokes on a piece of jerky. He bumps his chest a few times.,Crust tersedak dendeng dan menepuk-nepuk dadanya.
TDP5-7,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-8]",Why? Don’t you got someone special to go home to?,Kenapa? Apa kamu tidak punya seseorang yang bisa dianggap rumah?
TDP5-8,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-9]",I’d expect you young’uns to hightail it outta here.,Kukira anak-anak muda sudah akan lari terbirit-birit.
TDP5-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-10]",A familiar face flashes in my mind. My normal bored expression cracks.,"Wajah seseorang yang kukenal terbesit dalam benakku, ekspresi biasaku yang terlihat bosan mulai goyah."
TDP5-10,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-11]","She’ll be fine without me. Besides, I like to be kept busy.","Dia akan baik-baik saja tanpa saya. Lagipula, saya lebih suka sibuk."
TDP5-11,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-11b]",Crust doesn’t speak. I listen to his chewing. He rummages in his pocket to give me his luncos.,"Crust tidak mengatakan apa pun, sedangkan aku mendengarnya terus mengunyah. Ia pun merogoh sakunya untuk memberikanku lunco."
TDP5-11b,"No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP5-12]",-cash register chime-,(Mesin kasir berdenting)
TDP5-12,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-13]",Don’t be too sure about that kid. Don’t choose for others how important you are to them.,"Jangan terlalu yakin, Nak. Jangan seenaknya mengira perasaan orang itu."
TDP5-13,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-14]","I’m gonna be fine when things go down, but you won’t. Talk to who you’re thinking bout.","Aku akan baik-baik saja jika sesuatu terjadi, tapi kamu tidak. Coba bicara dengan orang yang kamu pikirkan itu."
TDP5-14,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-15]",I don’t answer. It's a bit surprising I feel I am getting life advice from this apocalyptic junkie of some sort.,Aku tidak menjawab. Tidak ada yang menyangka kalau aku akan mendapatkan nasihat hidup dari semacam pecandu kiamat ini.
TDP5-15,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-16]",He smiles and waves at me before leaving. I watch the small bits of rock fall to the ground.,Ia tersenyum dan melambaikan tangan sebelum pergi. Aku terus memperhatikan batu kecil dari tubuhnya yang jatuh ke lantai.
TDP5-16,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-30a]",I’ll be cleaning that up.,Aku harus membersihkannya.
D1D-30a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-30]",-door chimes and closes-,(Pintu berdenting dan tertutup)
D1D-30,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31]",It's almost closing time…,Sudah hampir waktunya tutup…
D1D-31,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31b]",Flubber lounges in her usual spot. I smile and scratch under her chin.,Flubber rebahan di tempatnya yang biasa. Aku tersenyum dan menggaruk dagunya.
D1D-31b,"No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [DD1-28]",Flubber Meows,Flubber mengeong.
DD1-28,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-28b]",We had a good day didn’t we?,"Hari ini cukup memuaskan, ya?"
DD1-28b,"No Sc, msc: SupernovaAlt, sfx: Text_1, Next: [D1D-32]",-phone chimes-,(HP berdering)
D1D-32,"No Sc, msc: SupernovaAlt, no sfx, Next: [T2]",I facepalm as I remember I never messaged Cassiopeia back.,Aku menepuk jidat begitu ingat masih belum membalas pesan Cassiopeia.
T2,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Pocket_Swoosh_1, Next: [T3]",Dmi? Are u ghosting me?,Dmi? Aku dikacangin nih?
T3,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-1,TDP6-1]",Not cool! im worried about u!,Jahat ih! Pdhl aku khawatir!
TDN6-1,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-2]",I’ll just get back to u when i get back to u.,"Mbb, baru senggang"
TDN6-2,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-3]","Ouch, remind me to never be worried about u again :/","Auw, hrsnya aku gawsa khawatir :/"
TDN6-3,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-4]","Nah, I didn’t mean it like that. I’m just busy.","Maaf, sampe barusan aku sibuk"
TDN6-4,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-35]","Yeah, yeah I get it.","Iya, iya. Ngerti kok"
D1D-35,"No Sc, msc: SupernovaAlt, no sfx, Next: [T4]",I could’ve handled that a bit better.,Sepertinya ucapanku terlalu kasar.
TDP6-1,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-2]",Lot more customers on this route than i thought we would ,Di rute ini msh ada lebih banyak pengunjung dr yg kukira
TDP6-2,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-3]",its a good time to roadtrip when the solar system is getting wiped ya know??,Emg ada yg jalan2 waktu Tata Surya mw meledak??
TDP6-3,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-4]",More like I met a rock dude named Crust who wanted to buy a katana to defend himself from the imminent supernova. ,Aku ketemu org batu yg namanya Crust. Dia mw beli katana buat jaga diri dr supernova nanti
TDP6-4,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-5]",What? Stop lying to me. xD Ur job isn’t that interesting,Seriusan? Bkn ngibul? Kerjaanmu ga mungkin semenarik itu xD
TDP6-5,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-6]","U know how Mars is, we’re weirdo central.","Taulah gmn Mars, ini pusat org aneh"
TDP6-6,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-33]",thats true. U live there,"Bener sih, kamu aja tinggal di sana"
D1D-33,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-34]",I chuckle. That was a good one actually.,"Aku terkekeh, kenyataan itu tidak bisa dielak."
D1D-34,"No Sc, msc: SupernovaAlt, no sfx, Next: [T4]",We chat with each other and for a second it feels like the world isn’t coming to an end soon.,"Saat mengobrol bersama, aku tidak lagi ingat dengan dunia yang hampir berakhir ini."
T4,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T5]",Are u sure ur not calling off tomorrow? I know the money isn’t good enough at Cosmic Fuel where u need to work a day before Doomsday. :/,Yakin bsk gmw libur aja? Gaji di Bensin Kosmik kn ga segitunya bagus sampe kamu perlu kerja sampe sehari sblm kiamat :/
T5,"Sc: Dmi, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T6]",Maybe I LIKE working for a megacorp.,Mungkin aja aku SUKA jd budak korporat
T6,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T7]",shut up,Bacot
T7,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [D1D-36]",ok ,Emg
D1D-36,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-37]",I should clock out for the day,Sudah waktunya aku selesai bekerja.
D1D-37,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-38]",I say goodbye to Flubber. She for some reason is a lot better at closing than I am. I never know what she does when we leave her alone.,Aku mengucapkan selamat tinggal kepada Flubber. Entah bagaimana bisa ia lebih jago menutup toko daripada aku. Tidak ada yang tahu apa yang dilakukan kucing itu saat ditinggalkan sendirian.
D1D-38,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-39]",I don’t really know why I’m coming back in tomorrow. I should be packing with Cassie. We may not be able to do anything fancy like a space jump but…,"Aku tidak tahu kenapa aku akan kerja lagi besok. Seharusnya aku berkemas bersama Cassie. Kami memang tidak akan mampu untuk membayar lompatan antariksa, tapi..."
D1D-39,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40]",…,…
D1D-40,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40b]",I need some sleep for tomorrow.,Aku perlu tidur untuk hari ini.
D1D-40b,"No Sc, msc: SupernovaAlt, sfx: Door_Open,Door_Chime,Door_Close, Next: [Day2Transition]",-door opens and closes with a chime-,(Pintu terbuka dan berdenting)
Day2Transition,"No Sc, msc: SupernovaAlt, no sfx, Next: [D2D-1]",DAY 2,HARI KE-2
D2D-1,"No Sc, msc: Supernova, no sfx, Next: [ROD2-1], STC: Dmi's playing a mobile game!",I jab my fingers against the screen of my phone the little avatar hops up and down in an effort to dodge the man-eating kale.,Aku menekan layar HP dan karakter kecil itu melompat atau menunduk untuk menghindari kubis pemakan manusia.
ROD2-1,"Sc: Rob, msc: Supernova, sfx: Rob_Short, Next: [D2D-2]",Dmi!,Dmi!
D2D-2,"No Sc, msc: Supernova, no sfx, Next: [DD2-1]",I yelp and nearly drop my phone. I catch it just before it slips out of my fingers and glare at the slime man in front of me.,Aku berteriak terkejut dan nyaris menjatuhkan HP. Untungnya aku berhasil menangkapnya sebelum HP-ku tergelincir dari jariku. Aku pun melotot ke arah manusia slime di depanku.
DD2-1,"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-3]",You’ve seriously got to stop doing that!,Tolong berhenti mengejutkanku!
D2D-3,"No Sc, msc: Supernova, sfx: Rob_Laugh, Next: [ROD2-2]",Rob bursts into laughter.,Rob tertawa terbahak-bahak.
ROD2-2,"Sc: Rob, msc: Supernova, sfx: ROB3, Next: [DD2-2]","It’s just too funny. Look, you got goosebumps on your goosebumps! ","Lagian ngakak, sih. Liat tuh, bulu kudukmu berdiri semua!"
DD2-2,"Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-3]",whatever how’s packing? ,"Terserah, deh. Gimana kemas-kemasnya?"
ROD2-3,"Sc: Rob, msc: Supernova, sfx: ROB2, Next: [D2D-4]",We’ll be done by tonight. Then we leave tomorrow morning in time for our space jump outta here.,Akan beres malam ini. Setelah itu kami akan pergi besok pagi agar sempat melakukan lompatan antariksa buat evakuasi.
D2D-4,"No Sc, msc: Supernova, no sfx, Next: [D2D-5]",Ah a space jump. That's everyone’s ticket outta the solar system to go wherever they’re going next. ,"Ah, lompatan antariksa. Itu adalah cara agar siapa pun bisa kabur dari Tata Surya menuju entah ke mana tujuan mereka."
D2D-5,"No Sc, msc: Supernova, no sfx, Next: [D2D-6]",They are ways outta here without one but the trip is pretty grueling.,"Sebenarnya ada cara lain, tapi perjalanannya akan sangat melelahkan."
D2D-6,"No Sc, msc: Supernova, no sfx, Next: [ROD2-4]",Not to mention the luncos to afford a space jump is insane.,"Selain itu, lunco yang dibutuhkan juga amat sangat mahal."
ROD2-4,"Sc: Rob, msc: Supernova, sfx: ROB1, Next: [ROD2-5]",I’ll come pick up Flubber at the end of the day.,Aku akan menjemput Flubber saat toko tutup.
ROD2-5,"Sc: Rob, msc: Supernova, sfx: ROB3, Next: [D2D-7]",Also smile a little today! Use that slogan of ours to brighten their days. ,Lalu jangan lupa senyumnya! Pake slogan kita untuk menghibur pengunjung.
D2D-7,"No Sc, msc: Supernova, no sfx, Next: [DD2-3]",Ugh.,Ugh.
DD2-3,"Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-6]",I’ll try.,Akan kucoba.
ROD2-6,"Sc: Rob, msc: Supernova, sfx: ROB2, Next: [FD2-1]",Great! I’ll see you later. Be nice to Flubber!,Bagus! Sampai nanti. Baik-baik ya sama Flubber!
FD2-1,"Sc: Flubber, msc: Supernova, sfx: FLUBBER1, Next: [DD2-4]",Mreoww…,Meooong…
DD2-4,"Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-4b]",We’re pals aren’t we Flubber? ,"Kita bestie kan, Flubber?"
DD2-4b,"No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-8]",-door chimes and closes-,(Pintu berdenting dan tertutup)
D2D-8,"No Sc, msc: Supernova, no sfx, Next: [D2D-9a]",Flubber gives me a slow blink.,Flubber menatapku dan mengedipkan mata dengan perlahan.
D2D-9a,"No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [D2D-9]",-door opens and chimes-,(Pintu terbuka dan berdenting)
D2D-9,"No Sc, msc: Supernova, no sfx, Next: [DD2-5]",A two-headed beastman enters. They don’t say a word. I yawn and start spouting the “Cosmic Fuel welcome”.,"Manusia serigala berkepala dua memasuki toko. Mereka tidak mengatakan apa pun. Setelah menguap, aku menyambut mereka."
DD2-5,"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-10]","Welcome to Cosmic Fuel. Fill to your heart’s content, that’s the Cosmic Fuel way. ","Selamat datang di Bensin Kosmik, silahkan belanja hingga puas."
D2D-10,"No Sc, msc: Supernova, no sfx, Next: [D2D-11]",The beastmen frantically grab items and stuff them into a bag.,Mereka buru-buru mengambil barang dan memasukkannya ke dalam kantung belanja hingga puas.
D2D-11,"No Sc, msc: Supernova, no sfx, Next: [DD2-6]",Well that’s not at all what I meant. ,"Yah, maksudku tidak segitunya juga, sih."
DD2-6,"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-12]",You guys using cash or credit?,Apa Anda akan menggunakan cash atau kredit?
D2D-12,"No Sc, msc: Supernova, no sfx, Next: [ROM1]",The more dimwitted looking one whispers to the sharper one and they stalk forward.,Manusia serigala yang terlihat lugu membisikkan sesuatu kepada manusia serigala yang terlihat lebih pintar ketika berjalan mendekat.
ROM1,"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-13], STC: This joke is mainly a play on the term ""stick up"" where it just means that you rob someone at gunpoint. Romulus and Remus just use actual sticks!",This is a stick up! Open the register!,Lihat tongkat ini? Sekarang buka laci kasirnya!
D2D-13,"No Sc, msc: Supernova, no sfx, Next: [REM1]",The dimwitted-looking beast-man pulls out a stick from his pocket and points at me.,Manusia serigala yang terlihat lugu mengeluarkan tongkat dari saku dan mengarahkannya kepadaku.
REM1,"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [ROM2]",and give us those Saturn dogs behind you!,Dan serahkan Saturn dogs yang ada di belakangmu!
ROM2,"Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [D2D-14]",Yeah! And--,Iya! Lalu--
D2D-14,"No Sc, msc: Supernova, no sfx, Next: [REM2]",The sharp-eyed beastman glares at his brother.,Manusia serigala yang tatapannya tajam melotot pada saudaranya.
REM2,"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM3]",Sorry Romulus stickups make me hungry. ,"Maaf, ide Romulus membuatku lapar."
ROM3,"Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [REM3]",You’re worse than a chihuahua. When I said we’re doing a stickup I didn’t mean to put a literal stick up! ,"Kamu lebih parah daripada chihuahua. Aku memang bilang kita bakal ngejarah, tapi kamu enggak perlu lakuin itu!"
REM3,"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM4]",Oh did I mess up again? Are we not getting Saturn dogs? ,"Oh, apa aku mengacaukannya? Apa kita tidak akan makan Saturn dogs?"
ROM4,"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-15]",No you didn’t mess up Remus. Let’s get you that hot dog. No no let’s get you two of them. How about that? ,"Enggak, kamu enggak ngacauin. Kamu boleh makan hot dog. Bahkan boleh deh makan dua, gimana?"
D2D-15,"No Sc, msc: Supernova, sfx: Remus_Howl, Next: [D2D-15b]",Remus howls with excitement.,Remus melolong gembira.
D2D-15b,"No Sc, msc: Supernova, no sfx, Next: [TDN7-1,TDP7-1]",Select an item in the shop,Pilih item di toko.
TDN7-1,"No Sc, msc: Supernova, no sfx, Next: [TDN7-2]",Romulus grits his teeth.,Romulus menggertakkan gigi.
TDN7-2,"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-3]",Is this some kind of joke? We asked for Saturn dogs!,Kamu bercanda? Kami minta Saturn dogs!
TDN7-3,"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-4]",I know.,Saya tahu.
TDN7-4,"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDN7-5]",Why give us this?,Lalu kenapa ngasih ini?
TDN7-5,"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-6]",You’re already helping yourself to the shelves. Why don’t you get them yourself?,"Kalian kan sudah seenaknya ambil barang di rak, kenapa tidak sekalian saja ambil sendiri?"
TDN7-6,"Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [TDN7-7]",I--,Aku--
TDN7-7,"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDN7-8]",Aww…I think they’re mad at us Rom. ,"Oh… Rom, kayaknya dia marah pada kita."
TDN7-8,"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDN7-9]",I told you we shouldn’t steal.,"Aku sudah bilang, kita tidak boleh mencuri."
TDN7-9,"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-10]",STOP TAKING ME AS A FOOL REM!,KAMU PIKIR AKU BODOH?
TDN7-10,"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-11]",Hey! He’s not taking you as a fool.,Hey! Itu tidak benar!
TDN7-11,"No Sc, msc: Supernova, no sfx, Next: [TDN7-12]",Romulus’ eyes shine with a hopeful look.,Mata Romulus berbinar penuh harapan.
TDN7-12,"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-13]",I’m taking you as a fool too.,Karena saya JUGA pikir Anda bodoh.
TDN7-13,"No Sc, msc: Supernova, no sfx, Next: [TDN7-14]",Romulus drops the bag on the ground. He looks close to tears.,Romulus menjatuhkan tasnya ke lantai dengan mata berkaca-kaca hampir menangis.
TDN7-14,"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-16a]",Remus…lets just go.,Remus… sudahlah.
TDP7-1,"No Sc, msc: Supernova, no sfx, Next: [TDP7-2]",I slide two Saturn dogs to the pair. Remus helps himself and scarfs it down.,Aku memberikan dua Saturn dogs kepada mereka. Remus segera melahapnya dengan rakus.
TDP7-2,"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-3]",and now the register--,"Sekarang, laci kasirnya--"
TDP7-3,"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-4]",Rom… they were so nice and gave us a Saturn dog. Do we have to?,Rom… dia begitu baik pada kita dan bahkan memberikan Saturn dogs. Apa harus?
TDP7-4,"Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-5]",Of course! We came all this way just to--,Tentu saja! Kita sudah jauh-jauh datang hanya untuk--
TDP7-5,"Sc: Remus, msc: Supernova, sfx: Remus_Short, Next: [TDP7-6]",To steal?,Mencuri?
TDP7-6,"No Sc, msc: Supernova, no sfx, Next: [TDP7-7]",Romulus stutters in shock.,Romulus tercengang.
TDP7-7,"No Sc, msc: Supernova, no sfx, Next: [TDP7-8]",Remus doesn’t look too different from a kicked puppy.,Remus juga terlihat seperti anak anjing yang baru saja ditendang.
TDP7-8,"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-9]",Mom always told us stealing was bad. We should pay!,Ibu selalu bilang kalau mencuri itu tidak baik. Kita harus bayar!
TDP7-9,"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP7-10]",I don’t really care either way to be honest… ,Sebenarnya saya tidak terlalu peduli dengan apa yang Anda berdua lakukan…
TDP7-10,"No Sc, msc: Supernova, no sfx, Next: [TDP7-11]",The two ignore me. I can practically hear the galaxy’s smallest violin play for the two.,Mereka mengabaikanku. Rasanya aku dipaksa menonton sinetron galaksi.
TDP7-11,"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDP7-12]",You’re right Rem… I can’t do it. I wanted to be the tough guy so bad… everything is going to get blown to smithereens!,"Kamu benar, Rem… Aku enggak bisa lakuin ini. Aku ingin jadi orang yang lebih kuat… karena semuanya akan meledak hancur!"
TDP7-12,"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-13]",I just wanted to do something cool!,Aku hanya mau lakuin sesuatu yang keren!
TDP7-13,"Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-14]",Will you ever forgive me?,"Maafin aku, ya?"
TDP7-14,"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDP7-15]",You’re the best big brother ever! Of course I will! ,"Kamu kakak yang terbaik, tentu saja akan kumaafkan!"
TDP7-15,"No Sc, msc: Supernova, no sfx, Next: [TDP7-16]",The two beastmen burst into tears.,Kedua manusia serigala itu mulai menangis tersedu-sedu.
TDP7-16,"No Sc, msc: Supernova, no sfx, Next: [TDP7-17]",I just stand there watching the two go through a whole movie scene together.,"Aku hanya bisa berdiri, terpaksa menonton sinetron sampai tamat."
TDP7-17,"No Sc, msc: Supernova, no sfx, Next: [TDP7-18]",Romulus sets a pile of luncos on the counter.,Romulus menaruh tumpukan lunco di meja kasir.
TDP7-18,"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-16a]",Keep the change. We’re sorry for bothering you.,"Simpan saja kembaliannya, maaf telah mengganggumu."
D2D-16a,"No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-16]",-door chimes and closes-,(Pintu berdenting dan tertutup)
D2D-16,"No Sc, msc: Supernova, no sfx, Next: [T8]",I reach for my phone. Cassiopeia’s not going to believe this.,Aku mengambil HP-ku. Cassiopeia pasti tidak akan percaya dengan kejadian ini.
T8,"Sc: Dmi, on phone, msc: Supernova, sfx: Pocket_Swoosh_2, Next: [T9]",Sorry i didnt get to you yet. I was getting robbed.,"Maaf baru ngabarin, aku habis dirampok."
T9,"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [T10]",WHAT?,HAH?
T10,"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T11]",chill they didnt take anything. They were two beastmen but they didnt seem to be following their own plan. ,"Santuy, akhirnya gajadi. Td ada manusia serigala berkepala dua, kyknya mereka ga bener2 rencanain perampokan tadi."
T11,"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T12]",I didnt care much it's not like it's my gas station. i Think i hurt their feelings.,"Aku sih bomat, toh bukan tokoku. Tp kyknya aku nyakitin perasaan mereka."
T12,"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T13]",u could say they were all bark and no bite.,Bisa dibilang mereka kyk tong kosong yg nyaring bunyinya.
T13,"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [T14]",did u just…ugh.,Kamu… argh.
T14,"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [T15]",im going to ignore that for my own sanity.,Yg tadi gakan kuanggap demi kewarasanku.
T15,"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [D2D-17]",like holy stars im so glad nothing happened. I dont even understand why u have to work there so close to doomsday…,"Gila, untung gajadi knp2. Aku bahkan ga ngerti knp kamu msh kerja menjelang kiamat…"
D2D-17,"No Sc, msc: Supernova, no sfx, Next: [D2D-18]",I could tell where she was getting at. A day before the supernova and I still had no means of getting any tickets for a space jump.,Aku mulai mengerti perasaannya. Hanya ada sehari sebelum supernova dan aku tidak akan mungkin bisa mendapatkan tiket lompatan antariksa.
D2D-18,"No Sc, msc: Supernova, no sfx, Next: [T16]",I drum my fingers on the desk and think of my next reply.,Aku mengetukkan jari ke meja sambil memikirkan apa yang harus kujawab.
T16,"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T17]",Weird question but what if we just couldn’t talk anymore? ,"Mungkin aneh, tp gmn klo kita gakan bisa ngobrol lg?"
