"location","context","source","target"
"DD1-21","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-26]","Sir, this is a gas station.","Monsieur, c'est une station-service, ici."
"D1D-26","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD4]","He stares blankly at me.","Il me fixe d'un regard vide."
"CRD4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]","...Can I at least get the katana?","… Vous avez sûrement un katana qui traîne, non ?"
"DD1-22","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]"," What do you even need a Katana for?!"," Qu'est-ce que vous comptez faire avec un katana ?!"
"D1D-27","No Sc, msc: SupernovaAlt, sfx: Crust_Laugh, Next: [CRD5]","The man lets out a hearty laugh. He slaps his rocky chest. Pebbles fall off him.","L'homme lâche un rire franc et tape sa poitrine rocailleuse, décrochant des cailloux qui tombent par terre."
"CRD5","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD6]","Doomsday is in just three days! While you’re in here wasting away working MINIMUM wage!","Il reste trois jours avant l'apocalypse, et tu gâches ce temps précieux à travailler pour un salaire de misère !"
"CRD6","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-23]","I, Crust, from Mercury, will look at this burning ball of hell gas, and say…","Moi, Crust de Mercure, regarderai cette boule de gaz en fusion, et je lui dirai…"
"DD1-23","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD7]","…","…"
"CRD7","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [D1D-28]","No.","Non."
"D1D-28","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-24]","He smiles widely.","Il affiche un large sourire."
"DD1-24","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD8]","Sir, I don’t think you will survive a supernova.","Monsieur, je ne pense pas que vous pourriez survivre à une supernova."
"CRD8","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD9]","I will. Born from the crust of Mercury, I can survive anything.","Bien sûr que si. Je suis né de la croûte de Mercure. Je peux survivre à n'importe quoi."
"CRD9","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [D1D-29]","Besides didn’t you hear? The supernova is a cover-up by the intergalactic association--","Et puis, t'es pas au courant ? La supernova est un complot de l'Association intergalactique pour camoufler…"
"D1D-29","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-25]","Oh, brother. ","Oh, génial. "
"DD1-25","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD10]","How about this Crust? I can help you get something that can help you out in your…","Bon, Crust, tout ce que je peux faire, c'est vous vendre de quoi tenir dans votre…"
"CRD10","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [DD1-26]","My supernova bunker.","Mon abri antisupernova."
"DD1-26","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27]","Your supernova bunker.","Votre abri antisupernova."
"DD1-27","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27b]"," Alright... a nonperishable snack will be good."," Alors… un aliment non périssable, ce serait parfait."
"DD1-27b","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","Select an item in the shop","Sélectionnez un article du magasin."
"DD1-27b-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]","",""
"DD1-27b-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-1,TDN5-1]DD1-27b-Option-2","",""
"TDP5-1","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [TDP5-2]","Jerky! You’re thinking like a true survivor kid! This is great!","Du charqui ! Ça, c'est l'instinct de survie ! J'approuve !"
"TDP5-2","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-3]","Heh, thanks. I just remembered it from a TV show called Survivorz.","Hé, merci. J'ai vu ça dans l'émission Kosmoh-Lanta."
"TDP5-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-4]","Before you could even ring it up the man opens the bag and starts eating the jerky.","Avant que j'aie le temps de scanner l'article, l'homme ouvre le paquet et commence à manger le charqui."
"TDP5-4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-5]","Hm, you got somewhere to go kid? I can formally invite you to my bunker if ya want.","Hm, t'as un endroit où aller, moustique ? Je peux t'inviter dans mon abri, si tu veux."
"TDP5-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-6]","Oh, nah. I’ll be here.","Non, ça ira. Je vais rester ici."
"TDP5-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-7]","Crust chokes on a piece of jerky and coughs. He bumps his chest a few times.","Crust s'étouffe avec un bout de charqui et commence à tousser. Il se tape le torse plusieurs fois."
"TDP5-7","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-8]","Why? Don’t you got someone special to go home to?","Pourquoi ça ? Y a personne qui t'attend à la maison ?"
"TDP5-8","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-9]","I’d expect you young’uns to hightail it outta here.","J'pensais que vous, les jeunes, vous hésiteriez pas à vous tirer d'ici."
"TDP5-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-10]","A familiar face flashes in my mind. My normal bored expression cracks.","Un visage familier apparaît dans mon esprit et perturbe mon air blasé habituel."
"TDP5-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-11]","She’ll be fine without me. Besides, I like to be kept busy.","Elle s'en sortira sans moi. Et puis, j'aime bien rester occupæ."
"TDP5-11","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-11b]","Crust doesn’t speak. I listen to his chewing. He rummages in his pocket to give me his luncos.","Crust ne dit rien. Je l'écoute mâcher sa nourriture. Il fouille dans sa poche et me passe des monastrals."
"TDP5-11b","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP5-12]","-cash register chime-","- bruit de caisse enregistreuse -"
"TDP5-12","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-13]","Don’t be too sure about that kid. Don’t choose for others how important you are to them.","N'en sois pas si sûrx, moustique. C'est pas à toi de choisir l'importance que tu as pour les autres."
"TDP5-13","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-14]","I’m gonna be fine when things go down, but you won’t. Talk to who you’re thinking bout.","Moi, je vais m'en tirer quand tout partira en sucette, mais toi non. Va parler à la personne à qui tu penses."
"TDP5-14","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-15]","I don’t answer. It's a bit surprising I feel I am getting life advice from this apocalyptic junkie of some sort.","Je ne lui réponds pas. Ça fait bizarre de recevoir des leçons de vie d'un mordu de l'apocalypse comme lui."
"TDP5-15","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-16]","He smiles and waves at me before leaving. I watch the small bits of rock fall to the ground.","Il me sourit et me fait signe avant de s'en aller. J'observe les petits cailloux qu'il laisse derrière lui."
"TDP5-16","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-30a]","I’ll be cleaning that up.","Je vais devoir nettoyer ça."
"TDN5-1","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDN5-2]","Sorry kid, but I don’t really think something like this is going to be much use in my bunker.","Désolé, moustique, je pense pas que ça me sera très utile dans mon abri."
"TDN5-2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDN5-3]","You sure you don’t have blasters in the back?","T'es sûrx de pas avoir de pistolets laser dans la réserve ?"
"TDN5-3","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN5-4]","We’re still just a gas station, sir.","Encore une fois, c'est une station-service ici, monsieur."
"TDN5-4","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [TDN5-5]"," Alright."," Bon, d'accord."
"TDN5-5","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-30a]","Stay safe, kid. I gotta go prep my bunker some more.","Prends soin de toi, moustique. J'y vais, j'ai encore des préparatifs à faire pour mon abri."
"D1D-30a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-30]","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"D1D-30","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31]","It's almost closing time…","C'est bientôt l'heure de fermer…"
"D1D-31","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31b]","Flubber lounges in her usual spot. I smile and scratch under her chin.","Flubber se prélasse à son emplacement habituel. Je lui souris et je gratouille son menton."
"D1D-31b","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [DD1-28]","Flubber Meows","Flubber miaule."
"DD1-28","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-28b]","We had a good day didn’t we?","C'était une bonne journée, tu trouves pas ?"
"DD1-28b","No Sc, msc: SupernovaAlt, sfx: Text_1, Next: [D1D-32]","-phone chimes-","- son de notification -"
"D1D-32","No Sc, msc: SupernovaAlt, no sfx, Next: [T2]","I facepalm as I remember I never messaged Cassiopeia back.","Je me souviens soudain que je n'ai jamais répondu à Cassiopée, et je me tape le front."
"T2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Pocket_Swoosh_1, Next: [T3]","Dmi? Are u ghosting me?","Dmi ? Tu me ghostes ?"
"T3","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","Not cool! im worried about u!","C'est pas cool ! Je m'inquiète pour toi !"
"T3-Option-1","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","Sorry, got caught up.","Déso, j'étais occupæ. "
"T3-Option-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-1,TDN6-1]","You don’t need to keep messaging.","Pas la peine de continuer à envoyer des messages."
"TDP6-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-2]","Lot more customers on this route than i thought we would ","Je m'attendais pas à ce qu'on ait autant de clients "
"TDP6-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-3]","its a good time to roadtrip when the solar system is getting wiped ya know??","Le Système solaire va s'effondrer, c'est le moment idéal pour un road trip, nan ??"
"TDP6-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-4]","More like I met a rock dude named Crust who wanted to buy a katana to defend himself from the imminent supernova. ","Non mais j'ai rencontré un gars en pierre appelé Crust qui voulait acheter un katana pour se défendre contre la supernova imminente. "
"TDP6-4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP6-5]","What? Stop lying to me. xD Ur job isn’t that interesting","Mais quoi ? Arrête de mytho. xD Ton taf est pas si intéressant"
"TDP6-5","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP6-6]","U know how Mars is, we’re weirdo central.","Oublie pas que c'est Mars, ici. C'est le point de convergence de tous les gens chelous."
"TDP6-6","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-33]","thats true. U live there","J'avoue. C'est là que tu vis"
"D1D-33","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-34]","I chuckle. That was a good one actually.","Je rigole à sa blague. Pas mal."
"D1D-34","No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","We chat with each other and for a second it feels like the world isn’t coming to an end soon.","On discute encore un peu, et pendant un instant, j'oublie que la fin du monde approche."
"TDN6-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-2]","I’ll just get back to u when i get back to u.","Je te répondrai quand j'aurai le temps."
"TDN6-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-3]","Ouch, remind me to never be worried about u again :/","Ah ok. Rappelle-moi de plus jamais m'inquiéter pour toi :/"
"TDN6-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-4]","Nah, I didn’t mean it like that. I’m just busy.","Je voulais pas le dire méchamment. J'ai juste trop de taf."
"TDN6-4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [D1D-35]","Yeah, yeah I get it.","Ouais, ouais, je comprends."
"D1D-35","No Sc, msc: SupernovaAlt, no sfx, Next: [T4]","I could’ve handled that a bit better.","J'aurais pu mieux gérer la situation."
"T4","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T5]","Are u sure ur not calling off tomorrow? I know the money isn’t good enough at Cosmic Fuel where u need to work a day before Doomsday. :/","Tu veux vraiment pas prendre congé demain ? Cosmic Fuel te paie pas assez pour que tu travailles la veille de l'apocalypse. :/"
"T5","Sc: Dmi, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T6]","Maybe I LIKE working for a megacorp.","Tu rigoles ? C'est un PLAISIR de travailler pour une mégacorporation."
"T6","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [T7]","shut up","Arrête tes conneries"
"T7","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [D1D-36]","ok ","ok "
"D1D-36","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-37]","I should clock out for the day","Je pense qu'il est temps de rentrer."
"D1D-37","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-38]","I say goodbye to Flubber. She for some reason is a lot better at closing than I am. I never know what she does when we leave her alone.","Je dis au revoir à Flubber. Bizarrement, elle est bien plus douée que moi pour faire la fermeture. Je ne sais jamais ce qu'elle fait quand elle est seule."
"D1D-38","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-39]","I don’t really know why I’m coming back in tomorrow. I should be packing with Cassie. We may not be able to do anything fancy like a space jump but…","Je ne sais pas pourquoi je reviens travailler demain. Je devrais être en train de faire mes valises avec Cassie. On peut sûrement pas se permettre de faire un saut hyperspatial, mais…"
"D1D-39","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40]","…","…"
"D1D-40","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-40b]","I need some sleep for tomorrow.","J'ai besoin d'un peu de repos avant demain."
"D1D-40b","No Sc, msc: SupernovaAlt, sfx: Door_Open,Door_Chime,Door_Close, Next: [Day2Transition]","-door opens and closes with a chime-","- Le carillon sonne et la porte se referme. -"
"Day2Transition","No Sc, msc: SupernovaAlt, no sfx, Next: [D2D-1]","DAY 2","JOUR 2"
"D2D-1","No Sc, msc: Supernova, no sfx, Next: [ROD2-1]","I jab my fingers against the screen of my phone the little avatar hops up and down in an effort to dodge the man-eating kale.","Je tape l'écran de mon téléphone pour faire sauter le petit avatar et éviter le chou kale carnivore. "
"ROD2-1","Sc: Rob, msc: Supernova, sfx: Rob_Short, Next: [D2D-2]","Dmi!","Dmi !"
"D2D-2","No Sc, msc: Supernova, no sfx, Next: [DD2-1]","I yelp and nearly drop my phone. I catch it just before it slips out of my fingers and glare at the slime man in front of me.","Je lâche un cri de surprise et manque de faire tomber mon téléphone, que je rattrape du bout des doigts. Je lance un regard noir à l'homme gluant en face de moi."
"DD2-1","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-3]","You’ve seriously got to stop doing that!","Sérieusement, arrêtez de faire ça !"
"D2D-3","No Sc, msc: Supernova, sfx: Rob_Laugh, Next: [ROD2-2]","Rob bursts into laughter.","Rob éclate de rire."
"ROD2-2","Sc: Rob, msc: Supernova, sfx: ROB3, Next: [DD2-2]","It’s just too funny. Look you got goosebumps on your goosebumps! ","Jamais, c'est beaucoup trop drôle. Regarde, t'as la chair de poule par-dessus ta chair de poule ! "
"DD2-2","Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-3]","whatever how’s packing? ","Bref. Ça avance, les cartons ? "
"ROD2-3","Sc: Rob, msc: Supernova, sfx: ROB2, Next: [D2D-4]","We’ll be done by tonight. Then we leave tomorrow morning in time for our space jump outta here.","Ce sera fini ce soir. On part demain matin, juste à temps pour notre saut hyperspatial."
"D2D-4","No Sc, msc: Supernova, no sfx, Next: [D2D-5]","Ah a space jump. That's everyone’s ticket outta the solar system to go wherever they’re going next. ","Ah, un saut hyperspatial. C'est la porte de sortie du Système solaire par excellence. "
"D2D-5","No Sc, msc: Supernova, no sfx, Next: [D2D-6]","They are ways outta here without one but the trip is pretty grueling.","Il y a d'autres façons de se tirer d'ici, mais le voyage est épuisant."
"D2D-6","No Sc, msc: Supernova, no sfx, Next: [ROD2-4]","Not to mention the luncos to afford a space jump is insane.","Sans parler du prix exorbitant d'un saut hyperspatial."
"ROD2-4","Sc: Rob, msc: Supernova, sfx: ROB1, Next: [ROD2-5]","I’ll come pick up Flubber at the end of the day.","Je passerai prendre Flubber en fin de journée."
"ROD2-5","Sc: Rob, msc: Supernova, sfx: ROB3, Next: [D2D-7]","Also smile a little today! Use that slogan of ours to brighten their days. ","Et n'oublie pas de sourire un peu aujourd'hui ! Utilise notre slogan, ça illumine la journée de la clientèle. "
"D2D-7","No Sc, msc: Supernova, no sfx, Next: [DD2-3]","Ugh.","Beurk."
"DD2-3","Sc: Dmi, msc: Supernova, no sfx, Next: [ROD2-6]","I’ll try.","Je vais essayer."
"ROD2-6","Sc: Rob, msc: Supernova, sfx: ROB2, Next: [FD2-1]","Great! I’ll see you later. Be nice to Flubber!","Parfait ! À plus tard. Occupe-toi bien de Flubber !"
"FD2-1","Sc: Flubber, msc: Supernova, sfx: FLUBBER1, Next: [DD2-4]","Mreoww…","Mraoouu…"
"DD2-4","Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-4b]","We’re pals aren’t we Flubber? ","On est super potes, pas vrai, Flubber ? "
"DD2-4b","No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-8]","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"D2D-8","No Sc, msc: Supernova, no sfx, Next: [D2D-9a]","Flubber gives me a slow blink.","Flubber me regarde et cligne lentement des yeux."
"D2D-9a","No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [D2D-9]","-door opens and chimes-","- La porte s'ouvre et le carillon sonne. -"
"D2D-9","No Sc, msc: Supernova, no sfx, Next: [DD2-5]","A two-headed beastman enters. They don’t say a word. I yawn and start spouting the “Cosmic Fuel welcome”.","Un duo d'hommes-bêtes bicéphales entre sans dire un mot. Je bâille et je commence à réciter le fameux slogan de bienvenue de Cosmic Fuel."
"DD2-5","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-10]","Welcome to Cosmic Fuel. Fill to your heart’s content that’s the Cosmic Fuel way. ","Bienvenue chez Cosmic Fuel. Voyagez le cœur léger avec Cosmic Fuel et ses produits de qualité. "
"D2D-10","No Sc, msc: Supernova, no sfx, Next: [D2D-11]","The beastmen frantically grab items and stuff them into a bag.","Les hommes-bêtes attrapent tout ce qu'ils peuvent et fourrent tout dans un sac."
"D2D-11","No Sc, msc: Supernova, no sfx, Next: [DD2-6]","Well that’s not at all what I meant. ","J'ai dit « voyagez », pas « dévalisez le cœur léger ». "
"DD2-6","Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-12]","You guys using cash or credit?","Vous payez par carte ou en liquide ?"
"D2D-12","No Sc, msc: Supernova, no sfx, Next: [ROM1]","The more dimwitted looking one whispers to the sharper one and they stalk forward.","Celui qui a l'air plus long à la détente murmure quelque chose à l'autre, et ils avancent d'un pas raide."
"ROM1","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-13]","This is a stick up! Open the register!","C'est un braquage ! Ouvre la caisse, ou on te met une balle !"
"D2D-13","No Sc, msc: Supernova, no sfx, Next: [REM1]","The dimwitted-looking beast-man pulls out a stick from his pocket and points at me.","L'homme-bête un peu lent sort une balle en caoutchouc de sa poche et la lève."
"REM1","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [ROM2]","and give us those Saturn dogs behind you!","Et donne-nous ces Hot-Dogs de Saturne qui sont derrière toi !"
"ROM2","Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [D2D-14]","Yeah! And--","Ouais ! Et puis... "
"D2D-14","No Sc, msc: Supernova, no sfx, Next: [REM2]","The sharp-eyed beastman glares at his brother.","L'homme-bête à l'œil vif lance un regard noir à son frère."
"REM2","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM3]","Sorry Romulus stickups make me hungry. ","Pardon, Romulus, mais les braquages, ça me donne faim. "
"ROM3","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [REM3]","You’re worse than a chihuahua. When I said we’re doing a stickup I didn’t mean to put a literal stickup! ","T'es pire qu'un chihuahua. Quand j'ai parlé de balle, c'est pas à ça que je pensais ! "
"REM3","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [ROM4]","Oh did I mess up again? Are we not getting Saturn dogs? ","Oh, j'ai encore tout foiré, c'est ça ? On aura pas de Hot-Dogs de Saturne ? "
"ROM4","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-15]","No you didn’t mess up Remus. Let’s get you that hot dog. No no let’s get you two of them. How about that? ","Nan, t'as rien foiré du tout, Rémus. Tu l'auras, ce hot-dog. Tiens, t'en auras même deux. Qu'est-ce que t'en dis ? "
"D2D-15","No Sc, msc: Supernova, sfx: Remus_Howl, Next: [D2D-15b]","Remus howls with excitement.","Rémus aboie de joie."
"D2D-15b","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]","Select an item in the shop","Sélectionnez un article du magasin."
"D2D-15b-Option-1","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]","",""
"D2D-15b-Option-2","No Sc, msc: Supernova, no sfx, Next: [TDP7-1,TDN7-1]D2D-15b-Option-2","",""
"TDP7-1","No Sc, msc: Supernova, no sfx, Next: [TDP7-2]","I slide two Saturn dogs to the pair. Remus helps himself and scarfs it down.","Je glisse deux Hot-Dogs de Saturne au duo. Rémus se jette dessus et les engloutit tout entiers."
"TDP7-2","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-3]","and now the register--","Et maintenant, la caisse…"
"TDP7-3","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-4]","Rom… they were so nice and gave us a Saturn dog. Do we have to?","Rom… Iel a été super sympa, on a même eu des Hot-Dogs. On est vraiment obligés de faire ça ?"
"TDP7-4","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-5]","Of course! We came all this way just to--","Bien sûr que oui ! On a fait tout ce chemin pour…"
"TDP7-5","Sc: Remus, msc: Supernova, sfx: Remus_Short, Next: [TDP7-6]","To steal?","Pour voler ?"
"TDP7-6","No Sc, msc: Supernova, no sfx, Next: [TDP7-7]","Romulus stutters in shock.","Pris au dépourvu, Romulus commence à bégayer."
"TDP7-7","No Sc, msc: Supernova, no sfx, Next: [TDP7-8]","Remus doesn’t look too different from a kicked puppy.","Rémus fait une moue de petit chien battu."
"TDP7-8","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDP7-9]","Mom always told us stealing was bad. We should pay!","Maman nous a toujours dit que c'était mal, de voler."
"TDP7-9","Sc: Dmi, msc: Supernova, no sfx, Next: [TDP7-10]","I don’t really care either way to be honest… ","Dans tous les cas, je m'en fiche, honnêtement… "
"TDP7-10","No Sc, msc: Supernova, no sfx, Next: [TDP7-11]","The two ignore me. I can practically hear the galaxy’s smallest violin play for the two.","Ils m'ignorent. Je peux presque entendre le plus petit violon de la galaxie jouer pour ces deux-là."
"TDP7-11","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDP7-12]","You’re right Rem… I can’t do it. I wanted to be the tough guy so bad… everything is going to get blown to smithereens!","T'as raison Rem… Je peux pas. Je voulais juste faire le dur… Tout va bientôt exploser !"
"TDP7-12","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDP7-13]","I just wanted to do something cool!","C'était l'occasion de faire quelque chose de vraiment cool !"
"TDP7-13","Sc: Romulus, msc: Supernova, sfx: ROMULUS3, Next: [TDP7-14]","Will you ever forgive me?","Tu crois que tu peux me pardonner ?"
"TDP7-14","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDP7-15]","You’re the best big brother ever! Of course I will! ","T'es le meilleur grand frère de l'univers ! Évidemment que je te pardonne ! "
"TDP7-15","No Sc, msc: Supernova, no sfx, Next: [TDP7-16]","The two beastmen burst into tears.","Les deux hommes-bêtes éclatent en sanglots."
"TDP7-16","No Sc, msc: Supernova, no sfx, Next: [TDP7-17]","I just stand there watching the two go through a whole movie scene together.","Je reste immobile en les regardant jouer toute une scène de film devant moi."
"TDP7-17","No Sc, msc: Supernova, no sfx, Next: [TDP7-18]","Romulus sets a pile of luncos on the counter.","Romulus pose une pile de monastrals sur le comptoir."
"TDP7-18","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-16a]","Keep the change. We’re sorry for bothering you.","Gardez la monnaie. On est désolés pour le dérangement."
"TDN7-1","No Sc, msc: Supernova, no sfx, Next: [TDN7-2]","Romulus grits his teeth.","Romulus serre les dents."
"TDN7-2","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-3]","Is this some kind of joke? We asked for Saturn dogs!","C'est une blague ? On a demandé des Hot-Dogs !
"
"TDN7-3","Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-4]","I know.","Je sais."
"TDN7-4","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDN7-5]","Why give us this?","Alors pourquoi tu nous donnes ça ?"
"TDN7-5","Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-6]","You’re already helping yourself to the shelves. Why don’t you get them yourself?","Vous êtes déjà en train de tout dévaliser. Pourquoi vous les prenez pas vous-mêmes ?"
"TDN7-6","Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [TDN7-7]","I--","Euh…"
"TDN7-7","Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDN7-8]","Aww…I think they’re mad at us Rom. ","Oh… Je crois qu'iel est en rogne contre nous, Rom. "
"TDN7-8","Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDN7-9]","I told you we shouldn’t steal.","Je t'avais dit que c'était une mauvaise idée de voler."
"TDN7-9","Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-10]","STOP TAKING ME AS A FOOL REM!","ARRÊTE DE ME PRENDRE POUR UN ABRUTI, REM !"
"TDN7-10","Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-11]","Hey! He’s not taking you as a fool.","Hé ! Il vous prend pas pour un abruti."
"TDN7-11","No Sc, msc: Supernova, no sfx, Next: [TDN7-12]","Romulus’ eyes shine with a hopeful look.","Les yeux de Romulus brillent d'un éclat plein d'espoir."
"TDN7-12","Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-13]","I’m taking you as a fool too.","Moi aussi, je vous prends pour un abruti."
"TDN7-13","No Sc, msc: Supernova, no sfx, Next: [TDN7-14]","Romulus drops the bag on the ground. He looks close to tears.","Romulus laisse tomber son sac. Il a l'air au bord des larmes."
"TDN7-14","Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-16a]","Remus…lets just go.","Rémus… on ferait mieux de partir."
"D2D-16a","No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-16]","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"D2D-16","No Sc, msc: Supernova, no sfx, Next: [T8]","I reach for my phone. Cassiopeia’s not going to believe this.","Je tends la main vers mon téléphone. Cassiopée me croira jamais."
